"alpha","method"
0.495816189097241,"SpIR"
0.842210824834183,"SpIR"
0.674190358025953,"SpIR"
0.571101591223851,"SpIR"
0.646769864484668,"SpIR"
0.00963663985021412,"SpIR"
0.384752254001796,"SpIR"
0.0900841187685728,"SpIR"
0.341677909018472,"SpIR"
0.211414698045701,"SpIR"
0.321236576884985,"SpIR"
0.666311403503641,"SpIR"
0.853465596446767,"SpIR"
0.689496860606596,"SpIR"
0.571101591223851,"SpIR"
0.521012584213167,"SpIR"
0.810532945673913,"SpIR"
0.896672352682799,"SpIR"
0.741160603938624,"SpIR"
0.0774353856686503,"SpIR"
0.823432869045064,"SpIR"
0.496279097162187,"SpIR"
0.779237300623208,"SpIR"
0.268365563126281,"SpIR"
0.442706192377955,"SpIR"
0.188009130069986,"SpIR"
0.865764121990651,"SpIR"
0.44981766701676,"SpIR"
0.563405422028154,"SpIR"
0.126893843989819,"SpIR"
0.27803499577567,"SpIR"
0.213916030479595,"SpIR"
0.516021136892959,"SpIR"
0.0994734144769609,"SpIR"
0.722151046385989,"SpIR"
0.409073814516887,"SpIR"
0.228227296844125,"SpIR"
0.396349670132622,"SpIR"
0.363351122476161,"SpIR"
0.228227296844125,"SpIR"
0.27803499577567,"SpIR"
0.332101288484409,"SpIR"
0.0392273063771427,"SpIR"
0.632275959011167,"SpIR"
0.667647802038118,"SpIR"
0.632275959011167,"SpIR"
0.442171464441344,"SpIR"
0.268365563126281,"SpIR"
0.355292033404112,"SpIR"
0.228227296844125,"SpIR"
0.666195326950401,"SpIR"
0.668009518645704,"SpIR"
0.238512329291552,"SpIR"
0.363454130711034,"SpIR"
0.847353274933994,"SpIR"
0.612930934410542,"SpIR"
0.144853303907439,"SpIR"
0.646769864484668,"SpIR"
0.603189903078601,"SpIR"
0.213916030479595,"SpIR"
0.665766176301986,"SpIR"
0.0789805597160012,"SpIR"
0.515502995345742,"SpIR"
0.617649399209768,"SpIR"
0.476128949550912,"SpIR"
0.223079689778388,"SpIR"
0.421087144641206,"SpIR"
0.665766176301986,"SpIR"
0.228227296844125,"SpIR"
0.685930862557143,"SpIR"
0.093354219570756,"SpIR"
0.646769864484668,"SpIR"
0.131132688373327,"SpIR"
0.674190358025953,"SpIR"
0.287998431362212,"SpIR"
0.258539640344679,"SpIR"
0.249851528787985,"SpIR"
0.228227296844125,"SpIR"
0.25136880739592,"SpIR"
0.0733829385135323,"SpIR"
0.495772167574614,"SpIR"
0.268365563126281,"SpIR"
0.809005849761888,"SpIR"
0.532149537000805,"SpIR"
0.252679454861209,"SpIR"
0.248707949183881,"SpIR"
0.710899642435834,"SpIR"
0.689496860606596,"SpIR"
0.363454130711034,"SpIR"
0.194477685028687,"SpIR"
0.458270993316546,"SpIR"
0.459617983084172,"SpIR"
0.644440159434453,"SpIR"
0.249851528787985,"SpIR"
0.773663193685934,"SpIR"
0.850518150022254,"SpIR"
0.133029901655391,"SpIR"
0.797290814807639,"SpIR"
0.136026804801077,"SpIR"
0.384752254001796,"SpIR"
0.400717732030898,"SpIR"
0.294705784181133,"SpIR"
0.0208774881903082,"SpIR"
0.769434882327914,"SpIR"
0.0746687678620219,"SpIR"
0.442706192377955,"SpIR"
0.285140559310094,"SpIR"
0.375273383921012,"SpIR"
0.275544684613124,"SpIR"
0.221655418165028,"SpIR"
0.179830364650115,"SpIR"
0.348950334591791,"SpIR"
0.821950629120693,"SpIR"
0.57942242664285,"SpIR"
0.539044281002134,"SpIR"
0.493123948341235,"SpIR"
0.448613084154204,"SpIR"
0.411756926449016,"SpIR"
0.633562915259972,"SpIR"
0.365526743931696,"SpIR"
0.433998146792874,"SpIR"
0.739781729411334,"SpIR"
0.185761130880564,"SpIR"
0.411756926449016,"SpIR"
0.153535204706714,"SpIR"
0.202948605408892,"SpIR"
0.307965509360656,"SpIR"
0.0886713569052517,"SpIR"
0.25136880739592,"SpIR"
0.521617392543703,"SpIR"
0.707664167275652,"SpIR"
0.845256668049842,"SpIR"
0.114906813250855,"SpIR"
0.421087144641206,"SpIR"
0.421087144641206,"SpIR"
0.217971050180495,"SpIR"
0.742840898688883,"SpIR"
0.68036193959415,"SpIR"
0.167537608882412,"SpIR"
0.15761358384043,"SpIR"
0.739781729411334,"SpIR"
0.231831632787362,"SpIR"
0.126893843989819,"SpIR"
0.617649399209768,"SpIR"
0.0392273063771427,"SpIR"
0.299880834063515,"SpIR"
0.689496860606596,"SpIR"
0.201116190990433,"SpIR"
0.199649381684139,"SpIR"
0.376657294109464,"SpIR"
0.977546478854492,"SpIR"
0.0196404554881155,"SpIR"
0.68036193959415,"SpIR"
0.131132688373327,"SpIR"
0.167537608882412,"SpIR"
0.448613084154204,"SpIR"
0.480729656293988,"SpIR"
0.539044281002134,"SpIR"
0.0167188541963696,"SpIR"
0.000260298373177648,"SpIR"
0.111869174055755,"SpIR"
0.745968023082242,"SpIR"
0.0499026116449386,"SpIR"
0.363454130711034,"SpIR"
0.598022661870345,"SpIR"
0.125964130740613,"SpIR"
0.341086101718247,"SpIR"
0.646769864484668,"SpIR"
0.458647050894797,"SpIR"
0.179830364650115,"SpIR"
0.402975746197626,"SpIR"
0.25136880739592,"SpIR"
0.133029901655391,"SpIR"
0.0473810557741672,"SpIR"
0.573903001844883,"SpIR"
0.285140559310094,"SpIR"
0.243237355956808,"SpIR"
0.194477685028687,"SpIR"
0.0652056306134909,"SpIR"
0.0994734144769609,"SpIR"
0.111301996745169,"SpIR"
0.0638445247896016,"SpIR"
0.119580448837951,"SpIR"
0.725185077171773,"SpIR"
0.0578632312826812,"SpIR"
0.378791684284806,"SpIR"
0.21415330376476,"SpIR"
0.344276344636455,"SpIR"
0.185761130880564,"SpIR"
0.125964130740613,"SpIR"
0.125964130740613,"SpIR"
0.667647802038118,"SpIR"
0.0698849956970662,"SpIR"
0.493740745587274,"SpIR"
0.674190358025953,"SpIR"
0.43649596022442,"SpIR"
0.693244992988184,"SpIR"
0.133168827742338,"SpIR"
0.0698849956970662,"SpIR"
0.0340063953772187,"SpIR"
0.00139793590642512,"SpIR"
0.400717732030898,"SpIR"
0.427441889652982,"SpIR"
0.677732181735337,"SpIR"
0.0578632312826812,"SpIR"
0.33920419937931,"SpIR"
0.725185077171773,"SpIR"
0.421087144641206,"SpIR"
0.679986544186249,"SpIR"
0.111076627857983,"SpIR"
0.549198594642803,"SpIR"
0.299880834063515,"SpIR"
0.718780848896131,"SpIR"
0.179830364650115,"SpIR"
0.260031045181677,"SpIR"
0.00655469903722406,"SpIR"
0.0540197393856943,"SpIR"
0.249851528787985,"SpIR"
0.201116190990433,"SpIR"
0.520283289719373,"SpIR"
0.390271850861609,"SpIR"
0.272638954687864,"SpIR"
0.591120127122849,"SpIR"
0.329602822195739,"SpIR"
0.344276344636455,"SpIR"
0.217971050180495,"SpIR"
0.213916030479595,"SpIR"
0.370333288796246,"SpIR"
0.299880834063515,"SpIR"
0.194477685028687,"SpIR"
0.0746687678620219,"SpIR"
0.725185077171773,"SpIR"
0.25136880739592,"SpIR"
0.742840898688883,"SpIR"
0.659993363544345,"SpIR"
0.238512329291552,"SpIR"
0.250280422158539,"SpIR"
0.365526743931696,"SpIR"
0.679986544186249,"SpIR"
0.341677909018472,"SpIR"
0.627620213199407,"SpIR"
0.322681211866438,"SpIR"
0.68036193959415,"SpIR"
0.749940015142784,"SpIR"
0.596639632247388,"SpIR"
0.24798007006757,"SpIR"
0.25136880739592,"SpIR"
0.0698849956970662,"SpIR"
0.403449442470446,"SpIR"
0.000260298373177648,"SpIR"
0.113978502340615,"SpIR"
0.0342245949432254,"SpIR"
0.123439537361264,"SpIR"
0.208947115344927,"SpIR"
0.617649399209768,"SpIR"
0.646769864484668,"SpIR"
0.238512329291552,"SpIR"
0.603189903078601,"SpIR"
0.542558688903227,"SpIR"
0.782455492997542,"SpIR"
0.365526743931696,"SpIR"
0.733781029470265,"SpIR"
0.0415649558417499,"SpIR"
0.864664075896144,"SpIR"
0.495816189097241,"SpIR"
0.216154281049967,"SpIR"
0.253272620495409,"SpIR"
0.92539555230178,"SpIR"
0.0993941617198288,"SpIR"
0.538582595763728,"SpIR"
0.467327197780833,"SpIR"
0.667647802038118,"SpIR"
0.509788620052859,"SpIR"
0.231831632787362,"SpIR"
0.21415330376476,"SpIR"
0.0774353856686503,"SpIR"
0.0638445247896016,"SpIR"
0.0578632312826812,"SpIR"
0.0255003166384995,"SpIR"
0.467517087934539,"SpIR"
0.18359635071829,"SpIR"
0.15761358384043,"SpIR"
0.119580448837951,"SpIR"
0.0534656930249184,"SpIR"
0.296367941889912,"SpIR"
0.749940015142784,"SpIR"
0.641106459544972,"SpIR"
0.00994064193218947,"SpIR"
0.579019133001566,"SpIR"
0.286706996150315,"SpIR"
0.903660389129072,"SpIR"
0.00470897671766579,"SpIR"
0.679986544186249,"SpIR"
0.148125774459913,"SpIR"
0.580347335198894,"SpIR"
0.411756926449016,"SpIR"
0.722151046385989,"SpIR"
0.156121486099437,"SpIR"
0.00444486225023866,"SpIR"
0.248707949183881,"SpIR"
0.0698849956970662,"SpIR"
0.722151046385989,"SpIR"
0.0499026116449386,"SpIR"
0.562967662001029,"SpIR"
0.252464718883857,"SpIR"
0.217971050180495,"SpIR"
0.188009130069986,"SpIR"
0.0163742625154555,"SpIR"
0.493123948341235,"SpIR"
0.707664167275652,"SpIR"
0.0500479033216834,"SpIR"
0.679986544186249,"SpIR"
0.421087144641206,"SpIR"
0.0203086696565151,"SpIR"
0.0900841187685728,"SpIR"
0.718780848896131,"SpIR"
0.0652056306134909,"SpIR"
0.253272620495409,"SpIR"
0.0278839387465268,"SpIR"
0.379860896151513,"SpIR"
0.378366325516254,"SpIR"
0.969490439398214,"SpIR"
0.0532349413260818,"SpIR"
0.46970897517167,"SpIR"
0.341677909018472,"SpIR"
0.723082492826506,"SpIR"
0.836027778219432,"SpIR"
0.0500479033216834,"SpIR"
0.0255003166384995,"SpIR"
0.414365271339193,"SpIR"
0.287190086906776,"SpIR"
0.249851528787985,"SpIR"
0.617649399209768,"SpIR"
0.459617983084172,"SpIR"
0.632949576247483,"SpIR"
0.239543354371563,"SpIR"
0.459617983084172,"SpIR"
0.573903001844883,"SpIR"
0.0183632003609091,"SpIR"
0.613100413233042,"SpIR"
0.205092934891582,"SpIR"
0.213916030479595,"SpIR"
0.12289845966734,"SpIR"
0.644440159434453,"SpIR"
0.633562915259972,"SpIR"
0.231831632787362,"SpIR"
0.249851528787985,"SpIR"
0.254119713325053,"SpIR"
0.111301996745169,"SpIR"
0.562967662001029,"SpIR"
0.249851528787985,"SpIR"
0.157654937822372,"SpIR"
0.458270993316546,"SpIR"
0.568522314075381,"SpIR"
0.199830064550042,"SpIR"
0.238512329291552,"SpIR"
0.150432782480493,"SpIR"
0.294639132684097,"SpIR"
0.580347335198894,"SpIR"
0.722151046385989,"SpIR"
0.852897544857115,"SpIR"
0.00994064193218947,"SpIR"
0.481484472984448,"SpIR"
0.832268672063947,"SpIR"
0.945208869874477,"SpIR"
0.193069069180638,"SpIR"
0.438346337759867,"SpIR"
0.644440159434453,"SpIR"
0.0253846072591841,"SpIR"
0.321236576884985,"SpIR"
0.495816189097241,"SpIR"
0.547149520833045,"SpIR"
0.312052998226136,"SpIR"
0.156121486099437,"SpIR"
0.21415330376476,"SpIR"
0.0578632312826812,"SpIR"
0.458270993316546,"SpIR"
0.0100857093930244,"SpIR"
0.0900841187685728,"SpIR"
0.188009130069986,"SpIR"
0.374799984507263,"SpIR"
0.492978326743469,"SpIR"
0.23592320154421,"SpIR"
0.718780848896131,"SpIR"
0.12513044802472,"SpIR"
0.18841009424068,"SpIR"
0.373690895736217,"SpIR"
0.661613787291571,"SpIR"
0.74186704098247,"SpIR"
0.580347335198894,"SpIR"
0.194477685028687,"SpIR"
0.312921446282417,"SpIR"
0.243237355956808,"SpIR"
0.0596444967668503,"SpIR"
0.142336464021355,"SpIR"
0.538582595763728,"SpIR"
0.167537608882412,"SpIR"
0.716666004620492,"SpIR"
0.689496860606596,"SpIR"
0.726597489556298,"SpIR"
0.459833395201713,"SpIR"
0.481484472984448,"SpIR"
0.459617983084172,"SpIR"
0.613100413233042,"SpIR"
0.1388794190716,"SpIR"
0.0733829385135323,"SpIR"
0.287190086906776,"SpIR"
0.254119713325053,"SpIR"
0.476128949550912,"SpIR"
0.195796322077513,"SpIR"
0.21415330376476,"SpIR"
0.458270993316546,"SpIR"
0.688062245259061,"SpIR"
0.0500479033216834,"SpIR"
0.0865621238481253,"SpIR"
0.0500479033216834,"SpIR"
0.818279610713944,"SpIR"
0.0652056306134909,"SpIR"
0.111301996745169,"SpIR"
0.0596444967668503,"SpIR"
0.205092934891582,"SpIR"
0.1980421601329,"SpIR"
0.0578632312826812,"SpIR"
0.671945022651926,"SpIR"
0.492539379512891,"SpIR"
0.341101068304852,"SpIR"
0.847353274933994,"SpIR"
0.476128949550912,"SpIR"
0.522913835244253,"SpIR"
0.0240947923157364,"SpIR"
0.10395390773192,"SpIR"
0.584504494443536,"SpIR"
0.68036193959415,"SpIR"
0.151542054023594,"SpIR"
0.00444486225023866,"SpIR"
0.194477685028687,"SpIR"
0.341101068304852,"SpIR"
0.459617983084172,"SpIR"
0.179830364650115,"SpIR"
0.849061566172168,"SpIR"
0.947728681145236,"SpIR"
0.411756926449016,"SpIR"
0.535131136188284,"SpIR"
0.606175522087142,"SpIR"
0.106066114967689,"SpIR"
0.458270993316546,"SpIR"
0.429285473190248,"SpIR"
0.421087144641206,"SpIR"
0.58620576444082,"SpIR"
0.646769864484668,"SpIR"
0.421087144641206,"SpIR"
0.415457678958774,"SpIR"
0.692249898100272,"SpIR"
0.630636402172968,"SpIR"
0.797424303833395,"SpIR"
0.668009518645704,"SpIR"
0.285140559310094,"SpIR"
0.656532047316432,"SpIR"
0.390271850861609,"SpIR"
0.213916030479595,"SpIR"
0.180084899766371,"SpIR"
0.108482617419213,"SpIR"
0.577491209842265,"SpIR"
0.0165378737729043,"SpIR"
0.252679454861209,"SpIR"
0.1388794190716,"SpIR"
0.436098735779524,"SpIR"
0.633562915259972,"SpIR"
0.871415569912642,"SpIR"
0.312921446282417,"SpIR"
0.261805856134742,"SpIR"
0.527798396069556,"SpIR"
0.125964130740613,"SpIR"
0.0638445247896016,"SpIR"
0.726222084835172,"SpIR"
0.674190358025953,"SpIR"
0.268369189463556,"SpIR"
0.323162136599422,"SpIR"
0.424878392368555,"SpIR"
0.0774353856686503,"SpIR"
0.15761358384043,"SpIR"
0.781705599976704,"SpIR"
0.458270993316546,"SpIR"
0.144650595728308,"SpIR"
0.253272620495409,"SpIR"
0.797314402880147,"SpIR"
0.838799068937078,"SpIR"
0.258539640344679,"SpIR"
0.238512329291552,"SpIR"
0.613100413233042,"SpIR"
0.0499026116449386,"SpIR"
0.664451699238271,"SpIR"
0.253934503067285,"SpIR"
0.205092934891582,"SpIR"
0.323162136599422,"SpIR"
0.195796322077513,"SpIR"
0.499917274806648,"SpIR"
0.27803499577567,"SpIR"
0.496279097162187,"SpIR"
0.287190086906776,"SpIR"
0.119580448837951,"SpIR"
0.238512329291552,"SpIR"
0.153535204706714,"SpIR"
0.853465596446767,"SpIR"
0.458270993316546,"SpIR"
0.421087144641206,"SpIR"
0.167537608882412,"SpIR"
0.379860896151513,"SpIR"
0.693244992988184,"SpIR"
0.433833484305069,"SpIR"
0.538582595763728,"SpIR"
0.666195326950401,"SpIR"
0.199649381684139,"SpIR"
0.134277076926082,"SpIR"
0.781705599976704,"SpIR"
0.268365563126281,"SpIR"
0.516021136892959,"SpIR"
0.0774353856686503,"SpIR"
0.33920419937931,"SpIR"
0.83292063488625,"SpIR"
0.674554708180949,"SpIR"
0.14149727509357,"SpIR"
0.0100857093930244,"SpIR"
0.853465596446767,"SpIR"
0.450995864812285,"SpIR"
0.0621695907320827,"SpIR"
0.365526743931696,"SpIR"
0.119580448837951,"SpIR"
0.335614116629586,"SpIR"
0.684068739647046,"SpIR"
0.749940015142784,"SpIR"
0.275544684613124,"SpIR"
0.0789805597160012,"SpIR"
0.613100413233042,"SpIR"
0.21826317999512,"SpIR"
0.0254187416285276,"SpIR"
0.0900841187685728,"SpIR"
0.0774353856686503,"SpIR"
0.46970897517167,"SpIR"
0.228227296844125,"SpIR"
0.549198594642803,"SpIR"
0.0638445247896016,"SpIR"
0.25136880739592,"SpIR"
0.33920419937931,"SpIR"
0.0613566155079752,"SpIR"
0.468431838555261,"SpIR"
0.450310776242986,"SpIR"
0.58620576444082,"SpIR"
0.522913835244253,"SpIR"
0.238512329291552,"SpIR"
0.0698849956970662,"SpIR"
0.522913835244253,"SpIR"
0.666311403503641,"SpIR"
0.646769864484668,"SpIR"
0.580377791309729,"SpIR"
0.141990861389786,"SpIR"
0.926097786985338,"SpIR"
0.476128949550912,"SpIR"
0.355292033404112,"SpIR"
0.603189903078601,"SpIR"
0.363351122476161,"SpIR"
0.644440159434453,"SpIR"
0.0499026116449386,"SpIR"
0.632275959011167,"SpIR"
0.341677909018472,"SpIR"
0.272638954687864,"SpIR"
0.449518208857626,"SpIR"
0.0183632003609091,"SpIR"
0.126893843989819,"SpIR"
0.415457678958774,"SpIR"
0.723815827863291,"SpIR"
0.287998431362212,"SpIR"
0.27803499577567,"SpIR"
0.421087144641206,"SpIR"
0.633562915259972,"SpIR"
0.309899399522692,"SpIR"
0.27803499577567,"SpIR"
0.677929909201339,"SpIR"
0.167323120636866,"SpIR"
0.688062245259061,"SpIR"
0.322681211866438,"SpIR"
0.421087144641206,"SpIR"
0.655119528761134,"SpIR"
0.0254187416285276,"SpIR"
0.485215480672196,"SpIR"
0.15761358384043,"SpIR"
0.749940015142784,"SpIR"
0.0328494757413864,"SpIR"
0.384697577683255,"SpIR"
0.0167188541963696,"SpIR"
0.092254965333268,"SpIR"
0.201116190990433,"SpIR"
0.133029901655391,"SpIR"
0.092254965333268,"SpIR"
0.104225064394996,"SpIR"
0.21415330376476,"SpIR"
0.571003155317158,"SpIR"
0.768009064951912,"SpIR"
0.185761130880564,"SpIR"
0.599404881708324,"SpIR"
0.633562915259972,"SpIR"
0.179830364650115,"SpIR"
0.599404881708324,"SpIR"
0.0698849956970662,"SpIR"
0.759702967712656,"SpIR"
0.421087144641206,"SpIR"
0.269039570819587,"SpIR"
0.547149520833045,"SpIR"
0.133029901655391,"SpIR"
0.268365563126281,"SpIR"
0.424292862648144,"SpIR"
0.119580448837951,"SpIR"
0.485215480672196,"SpIR"
0.148514934582636,"SpIR"
0.757868756307289,"SpIR"
0.205092934891582,"SpIR"
0.21415330376476,"SpIR"
0.421087144641206,"SpIR"
0.745968023082242,"SpIR"
0.0499026116449386,"SpIR"
0.424292862648144,"SpIR"
0.332101288484409,"SpIR"
0.0774353856686503,"SpIR"
0.287190086906776,"SpIR"
0.133029901655391,"SpIR"
0.421087144641206,"SpIR"
0.0621695907320827,"SpIR"
0.728454651543871,"SpIR"
0.179830364650115,"SpIR"
0.341101068304852,"SpIR"
0.285140559310094,"SpIR"
0.674190358025953,"SpIR"
0.148125774459913,"SpIR"
0.722151046385989,"SpIR"
0.0652056306134909,"SpIR"
0.0698849956970662,"SpIR"
0.0164416171610355,"SpIR"
0.167537608882412,"SpIR"
0.0164416171610355,"SpIR"
0.275544684613124,"SpIR"
0.123439537361264,"SpIR"
0.0596444967668503,"SpIR"
0.44981766701676,"SpIR"
0.199649381684139,"SpIR"
0.783420561812818,"SpIR"
0.0253846072591841,"SpIR"
0.632275959011167,"SpIR"
0.141990861389786,"SpIR"
0.828619516454637,"SpIR"
0.111301996745169,"SpIR"
0.421087144641206,"SpIR"
0.0100857093930244,"SpIR"
0.459617983084172,"SpIR"
0.281379319727421,"SpIR"
0.213916030479595,"SpIR"
0.534887741087005,"SpIR"
0.202948605408892,"SpIR"
0.204588285181671,"SpIR"
0.909816190367565,"SpIR"
0.613100413233042,"SpIR"
0.252679454861209,"SpIR"
0.549198594642803,"SpIR"
0.133029901655391,"SpIR"
0.365526743931696,"SpIR"
0.424878392368555,"SpIR"
0.449518208857626,"SpIR"
0.632275959011167,"SpIR"
0.0167188541963696,"SpIR"
0.0613566155079752,"SpIR"
0.509867046959698,"SpIR"
0.341677909018472,"SpIR"
0.832268672063947,"SpIR"
0.0994734144769609,"SpIR"
0.755952653009444,"SpIR"
0.27803499577567,"SpIR"
0.21415330376476,"SpIR"
0.194477685028687,"SpIR"
0.0633631723467261,"SpIR"
0.739781729411334,"SpIR"
0.0100857093930244,"SpIR"
0.458270993316546,"SpIR"
0.819942175410688,"SpIR"
0.377133284462616,"SpIR"
0.599404881708324,"SpIR"
0.613100413233042,"SpIR"
0.134277076926082,"SpIR"
0.213916030479595,"SpIR"
0.555262538371608,"SpIR"
0.720292966812849,"SpIR"
0.467517087934539,"SpIR"
0.729173587402329,"SpIR"
0.411756926449016,"SpIR"
0.253272620495409,"SpIR"
0.599404881708324,"SpIR"
0.185828467132524,"SpIR"
0.167537608882412,"SpIR"
0.568522314075381,"SpIR"
0.264918961795047,"SpIR"
0.281379319727421,"SpIR"
0.572983334073797,"SpIR"
0.522913835244253,"SpIR"
0.239543354371563,"SpIR"
0.43649596022442,"SpIR"
0.0652056306134909,"SpIR"
0.00470897671766579,"SpIR"
0.768009064951912,"SpIR"
0.755952653009444,"SpIR"
0.194477685028687,"SpIR"
0.384697577683255,"SpIR"
0.156121486099437,"SpIR"
0.208947115344927,"SpIR"
0.55722702969797,"SpIR"
0.43336472962983,"SpIR"
0.679986544186249,"SpIR"
0.613100413233042,"SpIR"
0.249851528787985,"SpIR"
0.0500479033216834,"SpIR"
0.163115105591714,"SpIR"
0.111076627857983,"SpIR"
0.0652056306134909,"SpIR"
0.204334701178595,"SpIR"
0.125964130740613,"SpIR"
0.213916030479595,"SpIR"
0.14592294767499,"SpIR"
0.743517077062279,"SpIR"
0.185761130880564,"SpIR"
0.217971050180495,"SpIR"
0.542394206859171,"SpIR"
0.522913835244253,"SpIR"
0.424878392368555,"SpIR"
0.27565679163672,"SpIR"
0.0254187416285276,"SpIR"
0.0543640279211104,"SpIR"
0.377133284462616,"SpIR"
0.195796322077513,"SpIR"
0.492827105801552,"SpIR"
0.437923128949478,"SpIR"
0.41845875326544,"SpIR"
0.458270993316546,"SpIR"
0.0774353856686503,"SpIR"
0.294639132684097,"SpIR"
0.725185077171773,"SpIR"
0.535131136188284,"SpIR"
0.580347335198894,"SpIR"
0.865977183915675,"SpIR"
0.0164416171610355,"SpIR"
0.0596444967668503,"SpIR"
0.649424421833828,"SpIR"
0.671065647853538,"SpIR"
0.749940015142784,"SpIR"
0.334836294176057,"SpIR"
0.632275959011167,"SpIR"
0.0652056306134909,"SpIR"
0.0141131186392158,"SpIR"
0.275544684613124,"SpIR"
0.458270993316546,"SpIR"
0.208947115344927,"SpIR"
0.924010182498023,"SpIR"
0.688062245259061,"SpIR"
0.68036193959415,"SpIR"
0.580347335198894,"SpIR"
0.586351110599935,"SpIR"
0.253272620495409,"SpIR"
0.608506506541744,"SpIR"
0.449518208857626,"SpIR"
0.255470718955621,"SpIR"
0.421087144641206,"SpIR"
0.0596444967668503,"SpIR"
0.671065647853538,"SpIR"
0.126893843989819,"SpIR"
0.914085615891963,"SpIR"
0.0500479033216834,"SpIR"
0.13236186443828,"SpIR"
0.297047975938767,"SpIR"
0.769434882327914,"SpIR"
0.0578632312826812,"SpIR"
0.135684456909075,"SpIR"
0.27803499577567,"SpIR"
0.148125774459913,"SpIR"
0.340537208830938,"SpIR"
0.836027778219432,"SpIR"
0.481484472984448,"SpIR"
0.613100413233042,"SpIR"
0.433998146792874,"SpIR"
0.179830364650115,"SpIR"
0.0187167378608137,"SpIR"
0.458270993316546,"SpIR"
0.124937643064186,"SpIR"
0.179830364650115,"SpIR"
0.0894777632784098,"SpIR"
0.213916030479595,"SpIR"
0.109718247782439,"SpIR"
0.16902623209171,"SpIR"
0.341677909018472,"SpIR"
0.467517087934539,"SpIR"
0.104761146008968,"SpIR"
0.656126065412536,"SpIR"
0.599404881708324,"SpIR"
0.522913835244253,"SpIR"
0.415457678958774,"SpIR"
0.559642562875524,"SpIR"
0.742840898688883,"SpIR"
0.436098735779524,"SpIR"
0.0698849956970662,"SpIR"
0.144853303907439,"SpIR"
0.27803499577567,"SpIR"
0.137299933703616,"SpIR"
0.363454130711034,"SpIR"
0.468431838555261,"SpIR"
0.0865621238481253,"SpIR"
0.383776840521023,"SpIR"
0.294639132684097,"SpIR"
0.478518408024684,"SpIR"
0.749940015142784,"SpIR"
0.646769864484668,"SpIR"
0.0596444967668503,"SpIR"
0.0596444967668503,"SpIR"
0.644440159434453,"SpIR"
0.200994381913915,"SpIR"
0.0770041565410793,"SpIR"
0.0578632312826812,"SpIR"
0.674554708180949,"SpIR"
0.185761130880564,"SpIR"
0.00444486225023866,"SpIR"
0.249851528787985,"SpIR"
0.594615925103426,"SpIR"
0.605445516994223,"SpIR"
0.481484472984448,"SpIR"
0.133029901655391,"SpIR"
0.179830364650115,"SpIR"
0.00139793590642512,"SpIR"
0.372461701510474,"SpIR"
0.519020558567718,"SpIR"
0.55722702969797,"SpIR"
0.167537608882412,"SpIR"
0.185828467132524,"SpIR"
0.43649596022442,"SpIR"
0.646769864484668,"SpIR"
0.427441889652982,"SpIR"
0.15761358384043,"SpIR"
0.298966163303703,"SpIR"
0.0652056306134909,"SpIR"
0.00444486225023866,"SpIR"
0.603189903078601,"SpIR"
0.0698849956970662,"SpIR"
0.371836072066799,"SpIR"
0.478518408024684,"SpIR"
0.466925292508677,"SpIR"
0.372461701510474,"SpIR"
0.364217224996537,"SpIR"
0.494390492327511,"SpIR"
0.476128949550912,"SpIR"
0.0578632312826812,"SpIR"
0.00444486225023866,"SpIR"
0.0499026116449386,"SpIR"
0.646769864484668,"SpIR"
0.591120127122849,"SpIR"
0.716666004620492,"SpIR"
0.467517087934539,"SpIR"
0.415457678958774,"SpIR"
0.1388794190716,"SpIR"
0.14592294767499,"SpIR"
0.0141131186392158,"SpIR"
0.77526155137457,"SpIR"
0.130198100581765,"SpIR"
0.532149537000805,"SpIR"
0.188009130069986,"SpIR"
0.449518208857626,"SpIR"
0.0274901213124394,"SpIR"
0.27803499577567,"SpIR"
0.677732181735337,"SpIR"
0.114906813250855,"SpIR"
0.739781729411334,"SpIR"
0.677732181735337,"SpIR"
0.287190086906776,"SpIR"
0.940054654609412,"SpIR"
0.0452039246447384,"SpIR"
0.478518408024684,"SpIR"
0.667647802038118,"SpIR"
0.268365563126281,"SpIR"
0.30271256598644,"SpIR"
0.281379319727421,"SpIR"
0.260031045181677,"SpIR"
0.559642562875524,"SpIR"
0.00139793590642512,"SpIR"
0.571101591223851,"SpIR"
0.716858825646341,"SpIR"
0.267268104478717,"SpIR"
0.605445516994223,"SpIR"
0.185761130880564,"SpIR"
0.646767928497866,"SpIR"
0.248260016785935,"SpIR"
0.275544684613124,"SpIR"
0.078349947463721,"SpIR"
0.357083422131836,"SpIR"
0.591562447836623,"SpIR"
0.0500479033216834,"SpIR"
0.217971050180495,"SpIR"
0.371836072066799,"SpIR"
0.381843467941508,"SpIR"
0.735323296161368,"SpIR"
0.223079689778388,"SpIR"
0.249851528787985,"SpIR"
0.0254187416285276,"SpIR"
0.254119713325053,"SpIR"
0.741684009553865,"SpIR"
0.365526743931696,"SpIR"
0.5493012748193,"SpIR"
0.329232051270083,"SpIR"
0.27803499577567,"SpIR"
0.30271256598644,"SpIR"
0.516798459691927,"SpIR"
0.0548745014239103,"SpIR"
0.211414698045701,"SpIR"
0.0773804732598364,"SpIR"
0.201116190990433,"SpIR"
0.180084899766371,"SpIR"
0.421087144641206,"SpIR"
0.0167188541963696,"SpIR"
0.114906813250855,"SpIR"
0.0596444967668503,"SpIR"
0.294501959346235,"SpIR"
0.372461701510474,"SpIR"
