"phi","dens","study","distribution"
0.570570570570571,1.88924228658051e-44,"study_1","Beta"
0.571571571571572,1.01403649006792e-44,"study_1","Beta"
0.572572572572573,5.43052563619163e-45,"study_1","Beta"
0.573573573573574,2.90167747073387e-45,"study_1","Beta"
0.574574574574575,1.54693472069492e-45,"study_1","Beta"
0.575575575575576,8.22824058385476e-46,"study_1","Beta"
0.576576576576577,4.36667283775868e-46,"study_1","Beta"
0.577577577577578,2.31206218327141e-46,"study_1","Beta"
0.578578578578579,1.22137779635222e-46,"study_1","Beta"
0.57957957957958,6.4372240690778e-47,"study_1","Beta"
0.580580580580581,3.38486800007633e-47,"study_1","Beta"
0.581581581581582,1.77572508577905e-47,"study_1","Beta"
0.582582582582583,9.29387763989846e-48,"study_1","Beta"
0.583583583583584,4.85290412137011e-48,"study_1","Beta"
0.584584584584585,2.52805368443215e-48,"study_1","Beta"
0.585585585585586,1.31385349565107e-48,"study_1","Beta"
0.586586586586587,6.81208206408246e-49,"study_1","Beta"
0.587587587587588,3.5235566927751e-49,"study_1","Beta"
0.588588588588589,1.8182234913506e-49,"study_1","Beta"
0.58958958958959,9.35995986965122e-50,"study_1","Beta"
0.590590590590591,4.80681611289967e-50,"study_1","Beta"
0.591591591591592,2.46259998634988e-50,"study_1","Beta"
0.592592592592593,1.25857496445754e-50,"study_1","Beta"
0.593593593593594,6.41666149215621e-51,"study_1","Beta"
0.594594594594595,3.2634723052187e-51,"study_1","Beta"
0.595595595595596,1.65572191851714e-51,"study_1","Beta"
0.596596596596597,8.37967922298308e-52,"study_1","Beta"
0.597597597597598,4.23053944173605e-52,"study_1","Beta"
0.598598598598599,2.13053294023417e-52,"study_1","Beta"
0.5995995995996,1.07028801793929e-52,"study_1","Beta"
0.600600600600601,5.36325808838864e-53,"study_1","Beta"
0.601601601601602,2.68082232526596e-53,"study_1","Beta"
0.602602602602603,1.33663955857653e-53,"study_1","Beta"
0.603603603603604,6.64757330190179e-54,"study_1","Beta"
0.604604604604605,3.29769184035979e-54,"study_1","Beta"
0.605605605605606,1.63173879390288e-54,"study_1","Beta"
0.606606606606607,8.05341959954927e-55,"study_1","Beta"
0.607607607607608,3.96455621227579e-55,"study_1","Beta"
0.608608608608609,1.94665415591002e-55,"study_1","Beta"
0.60960960960961,9.53363136140758e-56,"study_1","Beta"
0.610610610610611,4.65691770826275e-56,"study_1","Beta"
0.611611611611612,2.26884437839228e-56,"study_1","Beta"
0.612612612612613,1.10248332174573e-56,"study_1","Beta"
0.613613613613614,5.34312974507231e-57,"study_1","Beta"
0.614614614614615,2.58268201405152e-57,"study_1","Beta"
0.615615615615616,1.24506720264281e-57,"study_1","Beta"
0.616616616616617,5.98627071260835e-58,"study_1","Beta"
0.617617617617618,2.87049397892098e-58,"study_1","Beta"
0.618618618618619,1.37274109393523e-58,"study_1","Beta"
0.61961961961962,6.54707431495222e-59,"study_1","Beta"
0.620620620620621,3.114063302123e-59,"study_1","Beta"
0.621621621621622,1.47714788193842e-59,"study_1","Beta"
0.622622622622623,6.98765872714202e-60,"study_1","Beta"
0.623623623623624,3.29644107736812e-60,"study_1","Beta"
0.624624624624625,1.55081349989072e-60,"study_1","Beta"
0.625625625625626,7.275604934152e-61,"study_1","Beta"
0.626626626626627,3.40383526049583e-61,"study_1","Beta"
0.627627627627628,1.58800697016844e-61,"study_1","Beta"
0.628628628628629,7.38780176388306e-62,"study_1","Beta"
0.62962962962963,3.42729495223664e-62,"study_1","Beta"
0.630630630630631,1.5854609816678e-62,"study_1","Beta"
0.631631631631632,7.31344206325448e-63,"study_1","Beta"
0.632632632632633,3.363911728159e-63,"study_1","Beta"
0.633633633633634,1.54283013635045e-63,"study_1","Beta"
0.634634634634635,7.05564299600952e-64,"study_1","Beta"
0.635635635635636,3.21731955053235e-64,"study_1","Beta"
0.636636636636637,1.4628002068034e-64,"study_1","Beta"
0.637637637637638,6.63136738981855e-65,"study_1","Beta"
0.638638638638639,2.99738423300381e-65,"study_1","Beta"
0.63963963963964,1.35081830635788e-65,"study_1","Beta"
0.640640640640641,6.06960638718488e-66,"study_1","Beta"
0.641641641641642,2.71911149214546e-66,"study_1","Beta"
0.642642642642643,1.21447944379487e-66,"study_1","Beta"
0.643643643643644,5.40808736177857e-67,"study_1","Beta"
0.644644644644645,2.40093973790958e-67,"study_1","Beta"
0.645645645645646,1.06266517159222e-67,"study_1","Beta"
0.646646646646647,4.68902768210034e-68,"study_1","Beta"
0.647647647647648,2.06268915415493e-68,"study_1","Beta"
0.648648648648649,9.04571349317418e-69,"study_1","Beta"
0.64964964964965,3.95460654584546e-69,"study_1","Beta"
0.650650650650651,1.72348868494335e-69,"study_1","Beta"
0.651651651651652,7.48775327613432e-70,"study_1","Beta"
0.652652652652653,3.24284145722162e-70,"study_1","Beta"
0.653653653653654,1.39998735308301e-70,"study_1","Beta"
0.654654654654655,6.02476002615685e-71,"study_1","Beta"
0.655655655655656,2.58443499217435e-71,"study_1","Beta"
0.656656656656657,1.10508223945663e-71,"study_1","Beta"
0.657657657657658,4.7099853276398e-72,"study_1","Beta"
0.658658658658659,2.00093624897259e-72,"study_1","Beta"
0.65965965965966,8.47282815487855e-73,"study_1","Beta"
0.660660660660661,3.57600098440805e-73,"study_1","Beta"
0.661661661661662,1.50429673722982e-73,"study_1","Beta"
0.662662662662663,6.30708299946905e-74,"study_1","Beta"
0.663663663663664,2.63557362529244e-74,"study_1","Beta"
0.664664664664665,1.09765456066488e-74,"study_1","Beta"
0.665665665665666,4.55609138157118e-75,"study_1","Beta"
0.666666666666667,1.88472320880879e-75,"study_1","Beta"
0.667667667667668,7.77004035881312e-76,"study_1","Beta"
0.668668668668669,3.19235786272182e-76,"study_1","Beta"
0.66966966966967,1.30708684247524e-76,"study_1","Beta"
0.670670670670671,5.33327276399302e-77,"study_1","Beta"
0.671671671671672,2.16856004259093e-77,"study_1","Beta"
0.672672672672673,8.7867678744967e-78,"study_1","Beta"
0.673673673673674,3.54779539841106e-78,"study_1","Beta"
0.674674674674675,1.42741833685888e-78,"study_1","Beta"
0.675675675675676,5.72267088469306e-79,"study_1","Beta"
0.676676676676677,2.28608555161581e-79,"study_1","Beta"
0.677677677677678,9.09962994150187e-80,"study_1","Beta"
0.678678678678679,3.60897417535257e-80,"study_1","Beta"
0.67967967967968,1.42614528537852e-80,"study_1","Beta"
0.680680680680681,5.61506507546243e-81,"study_1","Beta"
0.681681681681682,2.20266185213319e-81,"study_1","Beta"
0.682682682682683,8.6086247341742e-82,"study_1","Beta"
0.683683683683684,3.35199558966449e-82,"study_1","Beta"
0.684684684684685,1.30031188103713e-82,"study_1","Beta"
0.685685685685686,5.02523845775723e-83,"study_1","Beta"
0.686686686686687,1.93473459860415e-83,"study_1","Beta"
0.687687687687688,7.42048230022495e-84,"study_1","Beta"
0.688688688688689,2.83517073238723e-84,"study_1","Beta"
0.68968968968969,1.07907812140824e-84,"study_1","Beta"
0.690690690690691,4.09113003855281e-85,"study_1","Beta"
0.691691691691692,1.54504256024464e-85,"study_1","Beta"
0.692692692692693,5.81211655767881e-86,"study_1","Beta"
0.693693693693694,2.17778360464348e-86,"study_1","Beta"
0.694694694694695,8.12776999786639e-87,"study_1","Beta"
0.695695695695696,3.02130094146523e-87,"study_1","Beta"
0.696696696696697,1.11859271354644e-87,"study_1","Beta"
0.697697697697698,4.12472327503479e-88,"study_1","Beta"
0.698698698698699,1.51478774343643e-88,"study_1","Beta"
0.6996996996997,5.54028458011203e-89,"study_1","Beta"
0.700700700700701,2.01801675894332e-89,"study_1","Beta"
0.701701701701702,7.32013068380765e-90,"study_1","Beta"
0.702702702702703,2.64425370101613e-90,"study_1","Beta"
0.703703703703704,9.51187996951831e-91,"study_1","Beta"
0.704704704704705,3.40719641872347e-91,"study_1","Beta"
0.705705705705706,1.21530152746509e-91,"study_1","Beta"
0.706706706706707,4.31633709007661e-92,"study_1","Beta"
0.707707707707708,1.52643864245952e-92,"study_1","Beta"
0.708708708708709,5.37482293996535e-93,"study_1","Beta"
0.70970970970971,1.88433356184096e-93,"study_1","Beta"
0.710710710710711,6.57730658739255e-94,"study_1","Beta"
0.711711711711712,2.28571885164909e-94,"study_1","Beta"
0.712712712712713,7.90805286769033e-95,"study_1","Beta"
0.713713713713714,2.72380380464659e-95,"study_1","Beta"
0.714714714714715,9.33961391579581e-96,"study_1","Beta"
0.715715715715716,3.18798353579265e-96,"study_1","Beta"
0.716716716716717,1.08323908864364e-96,"study_1","Beta"
0.717717717717718,3.66387462778132e-97,"study_1","Beta"
0.718718718718719,1.23353560943479e-97,"study_1","Beta"
0.71971971971972,4.13375007429995e-98,"study_1","Beta"
0.720720720720721,1.37881075737461e-98,"study_1","Beta"
0.721721721721722,4.57740530529464e-99,"study_1","Beta"
0.722722722722723,1.51242732877928e-99,"study_1","Beta"
0.723723723723724,4.97343144583497e-100,"study_1","Beta"
0.724724724724725,1.62760907222117e-100,"study_1","Beta"
0.725725725725726,5.30080868338755e-101,"study_1","Beta"
0.726726726726727,1.71797870160967e-101,"study_1","Beta"
0.727727727727728,5.54067186573945e-102,"study_1","Beta"
0.728728728728729,1.77812104969583e-102,"study_1","Beta"
0.72972972972973,5.67805392039511e-103,"study_1","Beta"
0.730730730730731,1.8041053220344e-103,"study_1","Beta"
0.731731731731732,5.70339126106067e-104,"study_1","Beta"
0.732732732732733,1.7938985900823e-104,"study_1","Beta"
0.733733733733734,5.61358650508854e-105,"study_1","Beta"
0.734734734734735,1.74761169369641e-105,"study_1","Beta"
0.735735735735736,5.41246942743708e-106,"study_1","Beta"
0.736736736736737,1.66753814163367e-106,"study_1","Beta"
0.737737737737738,5.1105721943661e-107,"study_1","Beta"
0.738738738738739,1.55797377924774e-107,"study_1","Beta"
0.73973973973974,4.72422817142598e-108,"study_1","Beta"
0.740740740740741,1.42483551614954e-108,"study_1","Beta"
0.741741741741742,4.27409908735708e-109,"study_1","Beta"
0.742742742742743,1.27512589492689e-109,"study_1","Beta"
0.743743743743744,3.78331585135314e-110,"study_1","Beta"
0.744744744744745,1.11631153124501e-110,"study_1","Beta"
0.745745745745746,3.27546909045137e-111,"study_1","Beta"
0.746746746746747,9.55693592909601e-112,"study_1","Beta"
0.747747747747748,2.7726974850813e-112,"study_1","Beta"
0.748748748748749,7.99845848082835e-113,"study_1","Beta"
0.74974974974975,2.29409402246989e-113,"study_1","Beta"
0.750750750750751,6.54181311944965e-114,"study_1","Beta"
0.751751751751752,1.85458913040255e-114,"study_1","Beta"
0.752752752752753,5.22685388860926e-115,"study_1","Beta"
0.753753753753754,1.46438832550461e-115,"study_1","Beta"
0.754754754754755,4.07826397051977e-116,"study_1","Beta"
0.755755755755756,1.12895664158992e-116,"study_1","Beta"
0.756756756756757,3.10628624442863e-117,"study_1","Beta"
0.757757757757758,8.49468210748836e-118,"study_1","Beta"
0.758758758758759,2.30872996566946e-118,"study_1","Beta"
0.75975975975976,6.23588556612002e-119,"study_1","Beta"
0.760760760760761,1.67378814857267e-119,"study_1","Beta"
0.761761761761762,4.46435050680669e-120,"study_1","Beta"
0.762762762762763,1.1831759564164e-120,"study_1","Beta"
0.763763763763764,3.11566794372657e-121,"study_1","Beta"
0.764764764764765,8.15156527269026e-122,"study_1","Beta"
0.765765765765766,2.11882851526543e-122,"study_1","Beta"
0.766766766766767,5.47132108044337e-123,"study_1","Beta"
0.767767767767768,1.40348095466175e-123,"study_1","Beta"
0.768768768768769,3.57614236184722e-124,"study_1","Beta"
0.76976976976977,9.05092023618237e-125,"study_1","Beta"
0.770770770770771,2.27517981749237e-125,"study_1","Beta"
0.771771771771772,5.68013721738363e-126,"study_1","Beta"
0.772772772772773,1.40830515279138e-126,"study_1","Beta"
0.773773773773774,3.46739996108179e-127,"study_1","Beta"
0.774774774774775,8.47723823431051e-128,"study_1","Beta"
0.775775775775776,2.05788835016817e-128,"study_1","Beta"
0.776776776776777,4.95997559920009e-129,"study_1","Beta"
0.777777777777778,1.18686290978378e-129,"study_1","Beta"
0.778778778778779,2.81940502272063e-130,"study_1","Beta"
0.77977977977978,6.64848208552669e-131,"study_1","Beta"
0.780780780780781,1.55620750755682e-131,"study_1","Beta"
0.781781781781782,3.61546311690089e-132,"study_1","Beta"
0.782782782782783,8.33648263907235e-133,"study_1","Beta"
0.783783783783784,1.90763334285209e-133,"study_1","Beta"
0.784784784784785,4.33181939938614e-134,"study_1","Beta"
0.785785785785786,9.76065549252786e-135,"study_1","Beta"
0.786786786786787,2.18217827302466e-135,"study_1","Beta"
0.787787787787788,4.84030836426561e-136,"study_1","Beta"
0.788788788788789,1.06511354833806e-136,"study_1","Beta"
0.78978978978979,2.32502125001321e-137,"study_1","Beta"
0.790790790790791,5.03423732811523e-138,"study_1","Beta"
0.791791791791792,1.08114344285509e-138,"study_1","Beta"
0.792792792792793,2.30272714109278e-139,"study_1","Beta"
0.793793793793794,4.86381821588118e-140,"study_1","Beta"
0.794794794794795,1.01871699717709e-140,"study_1","Beta"
0.795795795795796,2.11561332336126e-141,"study_1","Beta"
0.796796796796797,4.35602337886124e-142,"study_1","Beta"
0.797797797797798,8.8915893038314e-143,"study_1","Beta"
0.798798798798799,1.79915032061555e-143,"study_1","Beta"
0.7997997997998,3.60842264570206e-144,"study_1","Beta"
0.800800800800801,7.17284940661632e-145,"study_1","Beta"
0.801801801801802,1.41303295395658e-145,"study_1","Beta"
0.802802802802803,2.7584203590541e-146,"study_1","Beta"
0.803803803803804,5.33552198987955e-147,"study_1","Beta"
0.804804804804805,1.02249643246722e-147,"study_1","Beta"
0.805805805805806,1.9412193418114e-148,"study_1","Beta"
0.806806806806807,3.65068369830129e-149,"study_1","Beta"
0.807807807807808,6.80015502959816e-150,"study_1","Beta"
0.808808808808809,1.2544865117417e-150,"study_1","Beta"
0.80980980980981,2.29177852673977e-151,"study_1","Beta"
0.810810810810811,4.14567229874061e-152,"study_1","Beta"
0.811811811811812,7.42486348736578e-153,"study_1","Beta"
0.812812812812813,1.31646084627164e-153,"study_1","Beta"
0.813813813813814,2.31050786213695e-154,"study_1","Beta"
0.814814814814815,4.01365738358281e-155,"study_1","Beta"
0.815815815815816,6.90015802523915e-156,"study_1","Beta"
0.816816816816817,1.17385766673601e-156,"study_1","Beta"
0.817817817817818,1.97587962708239e-157,"study_1","Beta"
0.818818818818819,3.29036688119469e-158,"study_1","Beta"
0.81981981981982,5.42021227013152e-159,"study_1","Beta"
0.820820820820821,8.83130473740335e-160,"study_1","Beta"
0.821821821821822,1.42304181545054e-160,"study_1","Beta"
0.822822822822823,2.26746915021075e-161,"study_1","Beta"
0.823823823823824,3.57225009921619e-162,"study_1","Beta"
0.824824824824825,5.56370317267572e-163,"study_1","Beta"
0.825825825825826,8.56547794958358e-164,"study_1","Beta"
0.826826826826827,1.30331010076785e-164,"study_1","Beta"
0.827827827827828,1.95972165411996e-165,"study_1","Beta"
0.828828828828829,2.91160484794086e-166,"study_1","Beta"
0.82982982982983,4.27367789920404e-167,"study_1","Beta"
0.830830830830831,6.19642620577429e-168,"study_1","Beta"
0.831831831831832,8.87337135909154e-169,"study_1","Beta"
0.832832832832833,1.25481740328786e-169,"study_1","Beta"
0.833833833833834,1.75207375266026e-170,"study_1","Beta"
0.834834834834835,2.41511885835574e-171,"study_1","Beta"
0.835835835835836,3.28603366811123e-172,"study_1","Beta"
0.836836836836837,4.41250032686442e-173,"study_1","Beta"
0.837837837837838,5.84665328922846e-174,"study_1","Beta"
0.838838838838839,7.64309209387769e-175,"study_1","Beta"
0.83983983983984,9.85593872995406e-176,"study_1","Beta"
0.840840840840841,1.25348943675169e-176,"study_1","Beta"
0.841841841841842,1.57203561559218e-177,"study_1","Beta"
0.842842842842843,1.94377912225544e-178,"study_1","Beta"
0.843843843843844,2.36917216124693e-179,"study_1","Beta"
0.844844844844845,2.84598330753624e-180,"study_1","Beta"
0.845845845845846,3.36878581425217e-181,"study_1","Beta"
0.846846846846847,3.92859714720594e-182,"study_1","Beta"
0.847847847847848,4.51274445065899e-183,"study_1","Beta"
0.848848848848849,5.1050213951534e-184,"study_1","Beta"
0.84984984984985,5.686181264135e-185,"study_1","Beta"
0.850850850850851,6.23477969037434e-186,"study_1","Beta"
0.851851851851852,6.72834064658038e-187,"study_1","Beta"
0.852852852852853,7.14477561985927e-188,"study_1","Beta"
0.853853853853854,7.46394443387415e-189,"study_1","Beta"
0.854854854854855,7.66921374886998e-190,"study_1","Beta"
0.855855855855856,7.7488522764808e-191,"study_1","Beta"
0.856856856856857,7.69710490007376e-192,"study_1","Beta"
0.857857857857858,7.51481305196016e-193,"study_1","Beta"
0.858858858858859,7.20949415454663e-194,"study_1","Beta"
0.85985985985986,6.79485332024565e-195,"study_1","Beta"
0.860860860860861,6.28976747519385e-196,"study_1","Beta"
0.861861861861862,5.71684562960775e-197,"study_1","Beta"
0.862862862862863,5.10071930475259e-198,"study_1","Beta"
0.863863863863864,4.4662462793304e-199,"study_1","Beta"
0.864864864864865,3.8368144926046e-200,"study_1","Beta"
0.865865865865866,3.23291115487367e-201,"study_1","Beta"
0.866866866866867,2.67107920249803e-202,"study_1","Beta"
0.867867867867868,2.16332692384316e-203,"study_1","Beta"
0.868868868868869,1.71699641176547e-204,"study_1","Beta"
0.86986986986987,1.3350419322572e-205,"study_1","Beta"
0.870870870870871,1.01662798120582e-206,"study_1","Beta"
0.871871871871872,7.57933313486281e-208,"study_1","Beta"
0.872872872872873,5.53042587187028e-209,"study_1","Beta"
0.873873873873874,3.94819192479916e-210,"study_1","Beta"
0.874874874874875,2.75676653849439e-211,"study_1","Beta"
0.875875875875876,1.88195877454581e-212,"study_1","Beta"
0.876876876876877,1.2556575198882e-213,"study_1","Beta"
0.877877877877878,8.1850627501079e-215,"study_1","Beta"
0.878878878878879,5.21071463647732e-216,"study_1","Beta"
0.87987987987988,3.23837891615896e-217,"study_1","Beta"
0.880880880880881,1.96399107329203e-218,"study_1","Beta"
0.881881881881882,1.16186268616415e-219,"study_1","Beta"
0.882882882882883,6.70179245524362e-221,"study_1","Beta"
0.883883883883884,3.76756488076946e-222,"study_1","Beta"
0.884884884884885,2.06334549291734e-223,"study_1","Beta"
0.885885885885886,1.10034133720317e-224,"study_1","Beta"
0.886886886886887,5.71116571879091e-226,"study_1","Beta"
0.887887887887888,2.88374031749893e-227,"study_1","Beta"
0.888888888888889,1.41582048016245e-228,"study_1","Beta"
0.88988988988989,6.75556514832589e-230,"study_1","Beta"
0.890890890890891,3.13106029012965e-231,"study_1","Beta"
0.891891891891892,1.40885397604101e-232,"study_1","Beta"
0.892892892892893,6.15102424745366e-234,"study_1","Beta"
0.893893893893894,2.60430109023806e-235,"study_1","Beta"
0.894894894894895,1.06867506007856e-236,"study_1","Beta"
0.895895895895896,4.2476828996138e-238,"study_1","Beta"
0.896896896896897,1.63434648284595e-239,"study_1","Beta"
0.897897897897898,6.08341869419334e-241,"study_1","Beta"
0.898898898898899,2.18917564277768e-242,"study_1","Beta"
0.8998998998999,7.61118355701434e-244,"study_1","Beta"
0.900900900900901,2.55483625424526e-245,"study_1","Beta"
0.901901901901902,8.27379401565362e-247,"study_1","Beta"
0.902902902902903,2.58320619657328e-248,"study_1","Beta"
0.903903903903904,7.76959286855527e-250,"study_1","Beta"
0.904904904904905,2.24948989869885e-251,"study_1","Beta"
0.905905905905906,6.26422668320267e-253,"study_1","Beta"
0.906906906906907,1.676441292633e-254,"study_1","Beta"
0.907907907907908,4.30799160252641e-256,"study_1","Beta"
0.908908908908909,1.06204498290684e-257,"study_1","Beta"
0.90990990990991,2.5095494332088e-259,"study_1","Beta"
0.910910910910911,5.67836476048076e-261,"study_1","Beta"
0.911911911911912,1.22914044669192e-262,"study_1","Beta"
0.912912912912913,2.54268103865024e-264,"study_1","Beta"
0.913913913913914,5.02158311119339e-266,"study_1","Beta"
0.914914914914915,9.4575389791499e-268,"study_1","Beta"
0.915915915915916,1.69675046344538e-269,"study_1","Beta"
0.916916916916917,2.89638521707074e-271,"study_1","Beta"
0.917917917917918,4.6986274019663e-273,"study_1","Beta"
0.918918918918919,7.23470178744254e-275,"study_1","Beta"
0.91991991991992,1.05595065639531e-276,"study_1","Beta"
0.920920920920921,1.45900641179657e-278,"study_1","Beta"
0.921921921921922,1.90570777998793e-280,"study_1","Beta"
0.922922922922923,2.34970023745522e-282,"study_1","Beta"
0.923923923923924,2.73069079033056e-284,"study_1","Beta"
0.924924924924925,2.9864648390678e-286,"study_1","Beta"
0.925925925925926,3.06874395045882e-288,"study_1","Beta"
0.926926926926927,2.9576513470248e-290,"study_1","Beta"
0.927927927927928,2.66901278685247e-292,"study_1","Beta"
0.928928928928929,2.25099134638834e-294,"study_1","Beta"
0.92992992992993,1.77086180832219e-296,"study_1","Beta"
0.930930930930931,1.29692678885491e-298,"study_1","Beta"
0.931931931931932,8.82389739729699e-301,"study_1","Beta"
0.932932932932933,5.5651084239793e-303,"study_1","Beta"
0.933933933933934,3.24613299456823e-305,"study_1","Beta"
0.934934934934935,1.74704664288888e-307,"study_1","Beta"
0.935935935935936,8.65378526991199e-310,"study_1","Beta"
0.936936936936937,3.93493834658921e-312,"study_1","Beta"
0.937937937937938,1.63799407458487e-314,"study_1","Beta"
0.938938938938939,6.22420293951588e-317,"study_1","Beta"
0.93993993993994,2.15249579923656e-319,"study_1","Beta"
0.940940940940941,6.76869934802508e-322,"study_1","Beta"
0.941941941941942,0,"study_1","Beta"
0.942942942942943,0,"study_1","Beta"
0.943943943943944,0,"study_1","Beta"
0.944944944944945,0,"study_1","Beta"
0.945945945945946,0,"study_1","Beta"
0.946946946946947,0,"study_1","Beta"
0.947947947947948,0,"study_1","Beta"
0.948948948948949,0,"study_1","Beta"
0.94994994994995,0,"study_1","Beta"
0.950950950950951,0,"study_1","Beta"
0.951951951951952,0,"study_1","Beta"
0.952952952952953,0,"study_1","Beta"
0.953953953953954,0,"study_1","Beta"
0.954954954954955,0,"study_1","Beta"
0.955955955955956,0,"study_1","Beta"
0.956956956956957,0,"study_1","Beta"
0.957957957957958,0,"study_1","Beta"
0.958958958958959,0,"study_1","Beta"
0.95995995995996,0,"study_1","Beta"
0.960960960960961,0,"study_1","Beta"
0.961961961961962,0,"study_1","Beta"
0.962962962962963,0,"study_1","Beta"
0.963963963963964,0,"study_1","Beta"
0.964964964964965,0,"study_1","Beta"
0.965965965965966,0,"study_1","Beta"
0.966966966966967,0,"study_1","Beta"
0.967967967967968,0,"study_1","Beta"
0.968968968968969,0,"study_1","Beta"
0.96996996996997,0,"study_1","Beta"
0.970970970970971,0,"study_1","Beta"
0.971971971971972,0,"study_1","Beta"
0.972972972972973,0,"study_1","Beta"
0.973973973973974,0,"study_1","Beta"
0.974974974974975,0,"study_1","Beta"
0.975975975975976,0,"study_1","Beta"
0.976976976976977,0,"study_1","Beta"
0.977977977977978,0,"study_1","Beta"
0.978978978978979,0,"study_1","Beta"
0.97997997997998,0,"study_1","Beta"
0.980980980980981,0,"study_1","Beta"
0.981981981981982,0,"study_1","Beta"
0.982982982982983,0,"study_1","Beta"
0.983983983983984,0,"study_1","Beta"
0.984984984984985,0,"study_1","Beta"
0.985985985985986,0,"study_1","Beta"
0.986986986986987,0,"study_1","Beta"
0.987987987987988,0,"study_1","Beta"
0.988988988988989,0,"study_1","Beta"
0.98998998998999,0,"study_1","Beta"
0.990990990990991,0,"study_1","Beta"
0.991991991991992,0,"study_1","Beta"
0.992992992992993,0,"study_1","Beta"
0.993993993993994,0,"study_1","Beta"
0.994994994994995,0,"study_1","Beta"
0.995995995995996,0,"study_1","Beta"
0.996996996996997,0,"study_1","Beta"
0.997997997997998,0,"study_1","Beta"
0.998998998998999,0,"study_1","Beta"
1,0,"study_1","Beta"
0,0,"study_2","Beta"
0.001001001001001,8.43900533262071e-96,"study_2","Beta"
0.002002002002002,1.10995796091454e-77,"study_2","Beta"
0.003003003003003,3.48990974539016e-67,"study_2","Beta"
0.004004004004004,8.31328805416902e-60,"study_2","Beta"
0.005005005005005,3.86130108783724e-54,"study_2","Beta"
0.00600600600600601,1.4859136463684e-49,"study_2","Beta"
0.00700700700700701,1.02495544654915e-45,"study_2","Beta"
0.00800800800800801,2.00874060544575e-42,"study_2","Beta"
0.00900900900900901,1.50553269319513e-39,"study_2","Beta"
0.01001001001001,5.28580861951376e-37,"study_2","Beta"
0.011011011011011,1.00468728062616e-34,"study_2","Beta"
0.012012012012012,1.15040204296492e-32,"study_2","Beta"
0.013013013013013,8.60607245643962e-31,"study_2","Beta"
0.014014014014014,4.48009677590149e-29,"study_2","Beta"
0.015015015015015,1.70612192619878e-27,"study_2","Beta"
0.016016016016016,4.9485398096546e-26,"study_2","Beta"
0.017017017017017,1.12981023615591e-24,"study_2","Beta"
0.018018018018018,2.08667630483106e-23,"study_2","Beta"
0.019019019019019,3.18977600172774e-22,"study_2","Beta"
0.02002002002002,4.11457786732025e-21,"study_2","Beta"
0.021021021021021,4.55327415523902e-20,"study_2","Beta"
0.022022022022022,4.38457348349685e-19,"study_2","Beta"
0.023023023023023,3.71949544169196e-18,"study_2","Beta"
0.024024024024024,2.80969174811119e-17,"study_2","Beta"
0.025025025025025,1.90785129606131e-16,"study_2","Beta"
0.026026026026026,1.17422931070559e-15,"study_2","Beta"
0.027027027027027,6.59912132273234e-15,"study_2","Beta"
0.028028028028028,3.40876294917656e-14,"study_2","Beta"
0.029029029029029,1.6279355280917e-13,"study_2","Beta"
0.03003003003003,7.22603110544726e-13,"study_2","Beta"
0.031031031031031,2.99537745688073e-12,"study_2","Beta"
0.032032032032032,1.16456116749273e-11,"study_2","Beta"
0.033033033033033,4.26313676710433e-11,"study_2","Beta"
0.034034034034034,1.47467919259151e-10,"study_2","Beta"
0.035035035035035,4.83590578682227e-10,"study_2","Beta"
0.036036036036036,1.50786158456434e-09,"study_2","Beta"
0.037037037037037,4.48263780659385e-09,"study_2","Beta"
0.038038038038038,1.27375126521692e-08,"study_2","Beta"
0.039039039039039,3.46752556089964e-08,"study_2","Beta"
0.04004004004004,9.06290916005481e-08,"study_2","Beta"
0.041041041041041,2.27870698859337e-07,"study_2","Beta"
0.042042042042042,5.52179157394322e-07,"study_2","Beta"
0.043043043043043,1.29176527387222e-06,"study_2","Beta"
0.044044044044044,2.92206244698659e-06,"study_2","Beta"
0.045045045045045,6.40090401813302e-06,"study_2","Beta"
0.046046046046046,1.35969102357322e-05,"study_2","Beta"
0.047047047047047,2.80445560711191e-05,"study_2","Beta"
0.048048048048048,5.62332397673193e-05,"study_2","Beta"
0.049049049049049,0.000109740765140626,"study_2","Beta"
0.05005005005005,0.000208659116500038,"study_2","Beta"
0.0510510510510511,0.000386934800698718,"study_2","Beta"
0.0520520520520521,0.000700455168094993,"study_2","Beta"
0.0530530530530531,0.00123894655105941,"study_2","Beta"
0.0540540540540541,0.00214299054432654,"study_2","Beta"
0.0550550550550551,0.00362768029883556,"study_2","Beta"
0.0560560560560561,0.00601458574536743,"study_2","Beta"
0.0570570570570571,0.00977372016494902,"study_2","Beta"
0.0580580580580581,0.0155770375563679,"study_2","Beta"
0.0590590590590591,0.024364576467684,"study_2","Beta"
0.0600600600600601,0.0374236448309015,"study_2","Beta"
0.0610610610610611,0.0564803745813681,"study_2","Beta"
0.0620620620620621,0.0838015587775049,"study_2","Beta"
0.0630630630630631,0.12230295503038,"study_2","Beta"
0.0640640640640641,0.17565828650255,"study_2","Beta"
0.0650650650650651,0.248401139894808,"study_2","Beta"
0.0660660660660661,0.346010044622107,"study_2","Beta"
0.0670670670670671,0.474965454485803,"study_2","Beta"
0.0680680680680681,0.642766398025084,"study_2","Beta"
0.0690690690690691,0.857894464464757,"study_2","Beta"
0.0700700700700701,1.12971375784054,"study_2","Beta"
0.0710710710710711,1.46829761993938,"study_2","Beta"
