"phi","dens","study","distribution"
0.315315315315315,1.85868846199868e-140,"study_0","Gaussian"
0.316316316316316,1.34262497051092e-141,"study_0","Gaussian"
0.317317317317317,9.59652331047789e-143,"study_0","Gaussian"
0.318318318318318,6.78709941388757e-144,"study_0","Gaussian"
0.319319319319319,4.74969348610042e-145,"study_0","Gaussian"
0.32032032032032,3.2889558446882e-146,"study_0","Gaussian"
0.321321321321321,2.25352088530302e-147,"study_0","Gaussian"
0.322322322322322,1.52783416478239e-148,"study_0","Gaussian"
0.323323323323323,1.02494823685994e-149,"study_0","Gaussian"
0.324324324324324,6.80359939036434e-151,"study_0","Gaussian"
0.325325325325325,4.46875577001565e-152,"study_0","Gaussian"
0.326326326326326,2.90432753135192e-153,"study_0","Gaussian"
0.327327327327327,1.86773668498224e-154,"study_0","Gaussian"
0.328328328328328,1.18849344783252e-155,"study_0","Gaussian"
0.329329329329329,7.48322873221831e-157,"study_0","Gaussian"
0.33033033033033,4.6622153916264e-158,"study_0","Gaussian"
0.331331331331331,2.87413215191808e-159,"study_0","Gaussian"
0.332332332332332,1.75320305079397e-160,"study_0","Gaussian"
0.333333333333333,1.05820251137033e-161,"study_0","Gaussian"
0.334334334334334,6.31999076295129e-163,"study_0","Gaussian"
0.335335335335335,3.73486737518698e-164,"study_0","Gaussian"
0.336336336336336,2.1839616666684e-165,"study_0","Gaussian"
0.337337337337337,1.26364744433898e-166,"study_0","Gaussian"
0.338338338338338,7.23465658662418e-168,"study_0","Gaussian"
0.339339339339339,4.098462860809e-169,"study_0","Gaussian"
0.34034034034034,2.29739236010561e-170,"study_0","Gaussian"
0.341341341341341,1.27426697149123e-171,"study_0","Gaussian"
0.342342342342342,6.99353521397762e-173,"study_0","Gaussian"
0.343343343343343,3.79790581997986e-174,"study_0","Gaussian"
0.344344344344344,2.04081060024433e-175,"study_0","Gaussian"
0.345345345345345,1.08510633087972e-176,"study_0","Gaussian"
0.346346346346346,5.70890713731608e-178,"study_0","Gaussian"
0.347347347347347,2.97197221979886e-179,"study_0","Gaussian"
0.348348348348348,1.53090273150626e-180,"study_0","Gaussian"
0.349349349349349,7.80299872180925e-182,"study_0","Gaussian"
0.35035035035035,3.93537895724409e-183,"study_0","Gaussian"
0.351351351351351,1.96391491261603e-184,"study_0","Gaussian"
0.352352352352352,9.69772494545143e-186,"study_0","Gaussian"
0.353353353353353,4.73836096505846e-187,"study_0","Gaussian"
0.354354354354354,2.29085450311201e-188,"study_0","Gaussian"
0.355355355355355,1.09591774194739e-189,"study_0","Gaussian"
0.356356356356356,5.18763598339037e-191,"study_0","Gaussian"
0.357357357357357,2.42980888437157e-192,"study_0","Gaussian"
0.358358358358358,1.12612298498991e-193,"study_0","Gaussian"
0.359359359359359,5.16428992181914e-195,"study_0","Gaussian"
0.36036036036036,2.3434003667407e-196,"study_0","Gaussian"
0.361361361361361,1.05218827301469e-197,"study_0","Gaussian"
0.362362362362362,4.67467590015438e-199,"study_0","Gaussian"
0.363363363363363,2.0550417090646e-200,"study_0","Gaussian"
0.364364364364364,8.93924542182133e-202,"study_0","Gaussian"
0.365365365365365,3.84761993533884e-203,"study_0","Gaussian"
0.366366366366366,1.63868152441854e-204,"study_0","Gaussian"
0.367367367367367,6.90570518415223e-206,"study_0","Gaussian"
0.368368368368368,2.87960285581463e-207,"study_0","Gaussian"
0.369369369369369,1.18814171232144e-208,"study_0","Gaussian"
0.37037037037037,4.85081794923427e-210,"study_0","Gaussian"
0.371371371371371,1.95962420096346e-211,"study_0","Gaussian"
0.372372372372372,7.83324478269892e-213,"study_0","Gaussian"
0.373373373373373,3.09828730433288e-214,"study_0","Gaussian"
0.374374374374374,1.21258659330141e-215,"study_0","Gaussian"
0.375375375375375,4.69585764210017e-217,"study_0","Gaussian"
0.376376376376376,1.79940187336275e-218,"study_0","Gaussian"
0.377377377377377,6.82264068195657e-220,"study_0","Gaussian"
0.378378378378378,2.55969320905098e-221,"study_0","Gaussian"
0.379379379379379,9.50242429818681e-223,"study_0","Gaussian"
0.38038038038038,3.49053507265228e-224,"study_0","Gaussian"
0.381381381381381,1.26870508134331e-225,"study_0","Gaussian"
0.382382382382382,4.56289461005617e-227,"study_0","Gaussian"
0.383383383383383,1.62379530749055e-228,"study_0","Gaussian"
0.384384384384384,5.71785597168655e-230,"study_0","Gaussian"
0.385385385385385,1.99226096922331e-231,"study_0","Gaussian"
0.386386386386386,6.86863323986426e-233,"study_0","Gaussian"
0.387387387387387,2.34317925254649e-234,"study_0","Gaussian"
0.388388388388388,7.90955016397532e-236,"study_0","Gaussian"
0.389389389389389,2.64185599994188e-237,"study_0","Gaussian"
0.39039039039039,8.73127333673852e-239,"study_0","Gaussian"
0.391391391391391,2.85533528491858e-240,"study_0","Gaussian"
0.392392392392392,9.23948416731469e-242,"study_0","Gaussian"
0.393393393393393,2.95834911970669e-243,"study_0","Gaussian"
0.394394394394394,9.37264588396239e-245,"study_0","Gaussian"
0.395395395395395,2.93823196247518e-246,"study_0","Gaussian"
0.396396396396396,9.11425203894299e-248,"study_0","Gaussian"
0.397397397397397,2.79748054482784e-249,"study_0","Gaussian"
0.398398398398398,8.49618971110458e-251,"study_0","Gaussian"
0.399399399399399,2.55324454649225e-252,"study_0","Gaussian"
0.4004004004004,7.59227115263967e-254,"study_0","Gaussian"
0.401401401401401,2.2338915890938e-255,"study_0","Gaussian"
0.402402402402402,6.50374584069359e-257,"study_0","Gaussian"
0.403403403403403,1.87359670885999e-258,"study_0","Gaussian"
0.404404404404404,5.34071931601343e-260,"study_0","Gaussian"
0.405405405405405,1.50637978387e-261,"study_0","Gaussian"
0.406406406406406,4.20417019295346e-263,"study_0","Gaussian"
0.407407407407407,1.16101327210927e-264,"study_0","Gaussian"
0.408408408408408,3.17252582103349e-266,"study_0","Gaussian"
0.409409409409409,8.57796425253602e-268,"study_0","Gaussian"
0.41041041041041,2.29495610904959e-269,"study_0","Gaussian"
0.411411411411411,6.07541041850345e-271,"study_0","Gaussian"
0.412412412412412,1.59143148016822e-272,"study_0","Gaussian"
0.413413413413413,4.1248803267556e-274,"study_0","Gaussian"
0.414414414414414,1.05790299594609e-275,"study_0","Gaussian"
0.415415415415415,2.68467319405324e-277,"study_0","Gaussian"
0.416416416416416,6.741368872294e-279,"study_0","Gaussian"
0.417417417417417,1.67500397412256e-280,"study_0","Gaussian"
0.418418418418418,4.11807903714512e-282,"study_0","Gaussian"
0.419419419419419,1.00180823887056e-283,"study_0","Gaussian"
0.42042042042042,2.41149078021512e-285,"study_0","Gaussian"
0.421421421421421,5.74377869159042e-287,"study_0","Gaussian"
0.422422422422422,1.35369515934791e-288,"study_0","Gaussian"
0.423423423423423,3.15685866913101e-290,"study_0","Gaussian"
