"P0","MSYR","ROI","P1993","alpha","alpha_status","method"
15279.9,0.0180329,0.0160363,9197.04,0.5,"fixed","MCMC"
15393.1,0.0174619,0.0166219,8287.7,0.5,"fixed","MCMC"
13910.5,0.0229848,0.0211416,8588.3,0.5,"fixed","MCMC"
13733.6,0.0237154,0.0226891,8133.6,0.5,"fixed","MCMC"
13198.1,0.0262957,0.0259337,7719.06,0.5,"fixed","MCMC"
15880.1,0.0159431,0.0154109,7937.69,0.5,"fixed","MCMC"
13894.9,0.0229832,0.0221276,8073.89,0.5,"fixed","MCMC"
12623.1,0.0295994,0.0246944,9016.42,0.5,"fixed","MCMC"
14847.9,0.0192909,0.0181565,8441.92,0.5,"fixed","MCMC"
14250.2,0.0215711,0.0198426,8645.69,0.5,"fixed","MCMC"
14780.4,0.019488,0.0186204,8228.89,0.5,"fixed","MCMC"
12374.9,0.031077,0.0281239,8392.72,0.5,"fixed","MCMC"
16373.3,0.0146662,0.0140232,8050.94,0.5,"fixed","MCMC"
13187.6,0.0264337,0.0237893,8638.33,0.5,"fixed","MCMC"
16973.6,0.0136291,0.0122584,9220.08,0.5,"fixed","MCMC"
12621.6,0.0295228,0.0289358,7727.8,0.5,"fixed","MCMC"
17906.6,0.0117314,0.0105597,9095.87,0.5,"fixed","MCMC"
13941.4,0.0229377,0.0198558,9152.29,0.5,"fixed","MCMC"
14552.9,0.0203007,0.0195547,8105.97,0.5,"fixed","MCMC"
14925.1,0.0190064,0.018001,8360.12,0.5,"fixed","MCMC"
14137.6,0.0220234,0.020298,8606.4,0.5,"fixed","MCMC"
12476.5,0.0304509,0.0271591,8527.51,0.5,"fixed","MCMC"
14302.6,0.0214433,0.0188653,9101.44,0.5,"fixed","MCMC"
15482.2,0.0171941,0.0163418,8310.15,0.5,"fixed","MCMC"
13727.2,0.0236884,0.0235464,7641.73,0.5,"fixed","MCMC"
12699.3,0.0291212,0.0258215,8630.92,0.5,"fixed","MCMC"
13189.8,0.0264164,0.0239419,8578.97,0.5,"fixed","MCMC"
13926.1,0.0229259,0.0209624,8651.22,0.5,"fixed","MCMC"
16349.2,0.0149353,0.0137932,8768.77,0.5,"fixed","MCMC"
18072.6,0.010759,0.00996161,7245.54,0.5,"fixed","MCMC"
14222.5,0.0217106,0.0196491,8810.54,0.5,"fixed","MCMC"
13888.8,0.023024,0.0219676,8182.83,0.5,"fixed","MCMC"
12374.9,0.0310647,0.0289663,8155.06,0.5,"fixed","MCMC"
12028.4,0.0333527,0.0308467,8140.14,0.5,"fixed","MCMC"
13580.8,0.0244839,0.0223241,8610.26,0.5,"fixed","MCMC"
16296.6,0.0148061,0.0142801,7856.65,0.5,"fixed","MCMC"
11913.8,0.0341514,0.0315921,8110.33,0.5,"fixed","MCMC"
17313.2,0.0129038,0.0116209,9183.19,0.5,"fixed","MCMC"
12815.4,0.0284352,0.0260575,8399.78,0.5,"fixed","MCMC"
13175.7,0.0264,0.0263702,7556.84,0.5,"fixed","MCMC"
15381.6,0.0174183,0.0169131,7938.55,0.5,"fixed","MCMC"
14886.5,0.0192779,0.017315,9014.79,0.5,"fixed","MCMC"
18344,0.0107832,0.0097776,8615.98,0.5,"fixed","MCMC"
16054.8,0.0154952,0.0148689,8056.97,0.5,"fixed","MCMC"
15553.8,0.0169156,0.0163117,8047.02,0.5,"fixed","MCMC"
13987.2,0.0227076,0.0201663,8941.66,0.5,"fixed","MCMC"
14636.2,0.0200631,0.0187609,8507.4,0.5,"fixed","MCMC"
14271.5,0.0212856,0.021524,7333.49,0.5,"fixed","MCMC"
12432.4,0.0306582,0.0313535,7212.15,0.5,"fixed","MCMC"
14299,0.0211962,0.0212441,7490.01,0.5,"fixed","MCMC"
14635.5,0.0198921,0.0198546,7524.2,0.5,"fixed","MCMC"
15459.5,0.017269,0.0163894,8334.61,0.5,"fixed","MCMC"
15428.1,0.0176695,0.0152683,9540.14,0.5,"fixed","MCMC"
13797.8,0.0233991,0.0227693,7931.96,0.5,"fixed","MCMC"
13184.6,0.0263913,0.0253616,8015.24,0.5,"fixed","MCMC"
14681.5,0.0197263,0.0196465,7558.15,0.5,"fixed","MCMC"
15884.1,0.0159126,0.0154325,7861.87,0.5,"fixed","MCMC"
14758.4,0.0196356,0.0182679,8584.06,0.5,"fixed","MCMC"
12742.6,0.0287858,0.029202,7333,0.5,"fixed","MCMC"
14362.3,0.0211556,0.0191985,8809.2,0.5,"fixed","MCMC"
14665.8,0.0199968,0.0183693,8725,0.5,"fixed","MCMC"
15712.3,0.0163361,0.0160648,7583.4,0.5,"fixed","MCMC"
16293.5,0.0150552,0.0139574,8703.26,0.5,"fixed","MCMC"
16839.3,0.0135287,0.012874,7977.93,0.5,"fixed","MCMC"
14925.8,0.0193533,0.015865,9886.69,0.5,"fixed","MCMC"
17584.7,0.0118639,0.011154,7739.82,0.5,"fixed","MCMC"
12425.8,0.0307687,0.0271683,8585.22,0.5,"fixed","MCMC"
12371.9,0.0310198,0.0329756,6649.79,0.5,"fixed","MCMC"
13947.4,0.0227892,0.0214618,8340.97,0.5,"fixed","MCMC"
14069.9,0.0222772,0.020859,8422.64,0.5,"fixed","MCMC"
14287.6,0.0215831,0.0180744,9518.45,0.5,"fixed","MCMC"
14711.6,0.0196832,0.0191654,7943.64,0.5,"fixed","MCMC"
13845.5,0.0233013,0.020933,8804.36,0.5,"fixed","MCMC"
13188.5,0.026447,0.0232912,8813.75,0.5,"fixed","MCMC"
16097,0.0155847,0.0143793,8788.22,0.5,"fixed","MCMC"
14902.8,0.0189597,0.0186831,7725.8,0.5,"fixed","MCMC"
15883.8,0.015895,0.0154639,7788.2,0.5,"fixed","MCMC"
14584,0.0202699,0.01883,8581.94,0.5,"fixed","MCMC"
16260.7,0.0150032,0.0142517,8232.6,0.5,"fixed","MCMC"
14423.2,0.0209129,0.0190661,8771.04,0.5,"fixed","MCMC"
15186.7,0.0179951,0.0177017,7716.38,0.5,"fixed","MCMC"
12724.7,0.0290055,0.0242826,9028.94,0.5,"fixed","MCMC"
14382,0.0209182,0.020501,7849.8,0.5,"fixed","MCMC"
13163.6,0.0265523,0.0240631,8573.7,0.5,"fixed","MCMC"
12479.6,0.030433,0.0270775,8545.92,0.5,"fixed","MCMC"
15184.1,0.0179726,0.0178106,7564.36,0.5,"fixed","MCMC"
12468.7,0.0304307,0.0311667,7194.96,0.5,"fixed","MCMC"
12529.8,0.0301125,0.0275909,8334.49,0.5,"fixed","MCMC"
14435.3,0.0208509,0.0191616,8685.8,0.5,"fixed","MCMC"
16099,0.0156161,0.0142931,8915.36,0.5,"fixed","MCMC"
14452.7,0.0206539,0.0201388,7926.4,0.5,"fixed","MCMC"
12696.2,0.0291249,0.0265071,8428.53,0.5,"fixed","MCMC"
14421.8,0.0207957,0.0200917,8059.5,0.5,"fixed","MCMC"
14599.8,0.0201986,0.0188729,8513.18,0.5,"fixed","MCMC"
13198.6,0.0263658,0.0240358,8530.3,0.5,"fixed","MCMC"
14927.6,0.0189223,0.0183717,7981.39,0.5,"fixed","MCMC"
13295.5,0.0257996,0.0252951,7798.92,0.5,"fixed","MCMC"
12884.4,0.0279794,0.0281483,7448.39,0.5,"fixed","MCMC"
16075.4,0.0153536,0.0149296,7731.17,0.5,"fixed","MCMC"
15828.8,0.0161116,0.0155125,8033.3,0.5,"fixed","MCMC"
13839.5,0.0231864,0.0229151,7725.14,0.5,"fixed","MCMC"
13126.5,0.0266987,0.0255818,8038.41,0.5,"fixed","MCMC"
13272.3,0.0258931,0.0259771,7502.68,0.5,"fixed","MCMC"
13843.1,0.0232768,0.021453,8555.96,0.5,"fixed","MCMC"
14689.3,0.0197402,0.0193873,7804.26,0.5,"fixed","MCMC"
16462.6,0.0144863,0.0137528,8195.88,0.5,"fixed","MCMC"
13387.8,0.0252994,0.0255365,7419.1,0.5,"fixed","MCMC"
13004.5,0.0274209,0.0239883,8814.61,0.5,"fixed","MCMC"
13903.4,0.0228877,0.0227994,7610.28,0.5,"fixed","MCMC"
13174.4,0.0264672,0.0247966,8273.34,0.5,"fixed","MCMC"
12515.8,0.0302036,0.0273304,8429.58,0.5,"fixed","MCMC"
14716.8,0.019556,0.0197066,7319.07,0.5,"fixed","MCMC"
13619,0.0243149,0.0219969,8690.75,0.5,"fixed","MCMC"
13916.2,0.0229396,0.0213893,8446.5,0.5,"fixed","MCMC"
15910.4,0.0160106,0.0150163,8517.76,0.5,"fixed","MCMC"
12822.3,0.0283499,0.0278224,7738.75,0.5,"fixed","MCMC"
13344.3,0.0255727,0.0246177,8016.95,0.5,"fixed","MCMC"
14186,0.0216562,0.0217488,7465.93,0.5,"fixed","MCMC"
14943.5,0.0189624,0.01784,8453.97,0.5,"fixed","MCMC"
12749.4,0.0288413,0.0251429,8767.71,0.5,"fixed","MCMC"
13662.2,0.0240834,0.0223617,8448.79,0.5,"fixed","MCMC"
14555.3,0.0204288,0.018521,8854.13,0.5,"fixed","MCMC"
12377,0.0311118,0.0249687,9148.65,0.5,"fixed","MCMC"
15098.3,0.0182806,0.0180319,7677.66,0.5,"fixed","MCMC"
16778.7,0.01373,0.0129874,8180.79,0.5,"fixed","MCMC"
16633.7,0.0142334,0.0131663,8719.37,0.5,"fixed","MCMC"
13482.2,0.0249528,0.0227513,8589.84,0.5,"fixed","MCMC"
16632,0.0142649,0.0131349,8807.55,0.5,"fixed","MCMC"
13162.1,0.0265546,0.0242235,8516.58,0.5,"fixed","MCMC"
15017,0.0185972,0.0181471,7889.47,0.5,"fixed","MCMC"
13881.1,0.0230532,0.0220637,8145,0.5,"fixed","MCMC"
13968.8,0.0227089,0.021227,8427.29,0.5,"fixed","MCMC"
14865.8,0.0192148,0.0181768,8373.79,0.5,"fixed","MCMC"
13680.1,0.0241266,0.0201395,9355.67,0.5,"fixed","MCMC"
18079.9,0.0112765,0.0102579,8707.1,0.5,"fixed","MCMC"
14300,0.0212046,0.0211447,7576.86,0.5,"fixed","MCMC"
13145.1,0.0266608,0.0238068,8692.41,0.5,"fixed","MCMC"
13194.6,0.0263416,0.0252416,8047.3,0.5,"fixed","MCMC"
14440.9,0.0209859,0.0177405,9487.32,0.5,"fixed","MCMC"
12449.6,0.0306397,0.0259109,8876.12,0.5,"fixed","MCMC"
13634.4,0.0241806,0.0230154,8180.44,0.5,"fixed","MCMC"
13677.2,0.024128,0.0203538,9278.46,0.5,"fixed","MCMC"
15189,0.0181434,0.0170964,8443.96,0.5,"fixed","MCMC"
14420.9,0.020791,0.020156,8010.74,0.5,"fixed","MCMC"
14687,0.0198209,0.0189633,8207.02,0.5,"fixed","MCMC"
13900.6,0.022869,0.0231634,7345.54,0.5,"fixed","MCMC"
12791.7,0.0286368,0.0234252,9192.22,0.5,"fixed","MCMC"
14938.4,0.0190948,0.0172058,8988.12,0.5,"fixed","MCMC"
17401.2,0.0125797,0.0115403,8760.51,0.5,"fixed","MCMC"
14787.2,0.0194549,0.0186469,8183.71,0.5,"fixed","MCMC"
14451.1,0.0210303,0.016943,9863.44,0.5,"fixed","MCMC"
14234.4,0.0215493,0.0207302,8109.62,0.5,"fixed","MCMC"
15843,0.0158882,0.0157499,7292.35,0.5,"fixed","MCMC"
13912.5,0.0230187,0.0205486,8877.47,0.5,"fixed","MCMC"
15080,0.0183927,0.0179007,7929.77,0.5,"fixed","MCMC"
13132.1,0.0267539,0.023132,8937,0.5,"fixed","MCMC"
14927.4,0.0191152,0.0173379,8911.33,0.5,"fixed","MCMC"
14888.6,0.0192742,0.0172854,9031.82,0.5,"fixed","MCMC"
14500.3,0.0206966,0.0181654,9169.9,0.5,"fixed","MCMC"
13248.7,0.026163,0.0224124,9038.26,0.5,"fixed","MCMC"
16294.9,0.0150404,0.0139738,8664.68,0.5,"fixed","MCMC"
13607.3,0.0243099,0.0231019,8194.48,0.5,"fixed","MCMC"
13787.7,0.0235797,0.0208069,8950.79,0.5,"fixed","MCMC"
16070.6,0.0154375,0.0148491,7999.29,0.5,"fixed","MCMC"
13888.5,0.0229574,0.0228234,7640.07,0.5,"fixed","MCMC"
13635,0.0241381,0.0236683,7823.18,0.5,"fixed","MCMC"
13138.1,0.0266393,0.0254762,8060.18,0.5,"fixed","MCMC"
15492.8,0.017109,0.0164701,8086.13,0.5,"fixed","MCMC"
14197.9,0.0216349,0.0214589,7669.07,0.5,"fixed","MCMC"
11813.6,0.0348826,0.0304266,8482.45,0.5,"fixed","MCMC"
12467.8,0.0304286,0.0315716,7018.53,0.5,"fixed","MCMC"
12265.4,0.0317615,0.02996,8033.4,0.5,"fixed","MCMC"
15287.4,0.0177457,0.0171119,8074.66,0.5,"fixed","MCMC"
13514.5,0.0246958,0.0245269,7648.09,0.5,"fixed","MCMC"
15441,0.0172254,0.01675,7901.64,0.5,"fixed","MCMC"
15161.9,0.0183164,0.0167863,8818.94,0.5,"fixed","MCMC"
14118.4,0.0220165,0.0212958,8030.22,0.5,"fixed","MCMC"
15426.8,0.0173227,0.0166359,8135.49,0.5,"fixed","MCMC"
18435.4,0.0107276,0.00964736,8876.57,0.5,"fixed","MCMC"
14597.1,0.0200091,0.0201509,7357.33,0.5,"fixed","MCMC"
14622,0.0200686,0.0191305,8254.87,0.5,"fixed","MCMC"
13909.6,0.0228789,0.0225495,7765.09,0.5,"fixed","MCMC"
17602.7,0.0118837,0.0111368,7901.77,0.5,"fixed","MCMC"
14567.7,0.0204289,0.0181112,9087.81,0.5,"fixed","MCMC"
12860.3,0.0282197,0.0243808,8863.25,0.5,"fixed","MCMC"
14042,0.0223805,0.0211324,8322.82,0.5,"fixed","MCMC"
16025.3,0.0155801,0.014941,8077.52,0.5,"fixed","MCMC"
19338.6,0.00891235,0.00782399,7845.72,0.5,"fixed","MCMC"
14240.3,0.0215448,0.020527,8234.6,0.5,"fixed","MCMC"
12890.6,0.0279419,0.0282004,7407.53,0.5,"fixed","MCMC"
19967.7,0.00874355,0.00748914,9554.81,0.5,"fixed","MCMC"
16208.3,0.0155826,0.0134415,9728.85,0.5,"fixed","MCMC"
14131.4,0.0219766,0.0210982,8129.07,0.5,"fixed","MCMC"
13608.6,0.0243145,0.0229056,8289.47,0.5,"fixed","MCMC"
14251.1,0.0213685,0.0216175,7328,0.5,"fixed","MCMC"
13462.3,0.0248993,0.0256689,7083.71,0.5,"fixed","MCMC"
16576,0.0142554,0.0134302,8344.12,0.5,"fixed","MCMC"
14847.3,0.0190498,0.0193217,7133.76,0.5,"fixed","MCMC"
13214.7,0.0261784,0.0265771,7335.05,0.5,"fixed","MCMC"
15667.4,0.0165772,0.0159785,8038.92,0.5,"fixed","MCMC"
13546.7,0.0245794,0.0236914,8026.07,0.5,"fixed","MCMC"
14442,0.0208402,0.0190088,8769.15,0.5,"fixed","MCMC"
15639.3,0.0165486,0.0162991,7571.28,0.5,"fixed","MCMC"
14355.4,0.0210654,0.0202646,8116.56,0.5,"fixed","MCMC"
13468,0.0248859,0.0253944,7251.89,0.5,"fixed","MCMC"
12880.6,0.0280319,0.0270703,7920.51,0.5,"fixed","MCMC"
16939.8,0.0136072,0.0124314,8932.75,0.5,"fixed","MCMC"
13545.1,0.0246154,0.023175,8286.16,0.5,"fixed","MCMC"
14211,0.021601,0.0212254,7811.95,0.5,"fixed","MCMC"
14422.4,0.0209081,0.0191382,8727.5,0.5,"fixed","MCMC"
13097.4,0.0269044,0.0242184,8614.82,0.5,"fixed","MCMC"
12519.4,0.0302695,0.0224739,9581.23,0.5,"fixed","MCMC"
13214,0.0261716,0.0268211,7194.93,0.5,"fixed","MCMC"
14930.7,0.0186015,0.0193407,6252.48,0.5,"fixed","MCMC"
13037.7,0.0271666,0.0262478,7937.13,0.5,"fixed","MCMC"
12731.1,0.0288305,0.030146,6898.91,0.5,"fixed","MCMC"
14330.6,0.0211083,0.0208127,7757.77,0.5,"fixed","MCMC"
14945.3,0.0189578,0.0178262,8461.36,0.5,"fixed","MCMC"
15794.9,0.0162623,0.0154905,8249.31,0.5,"fixed","MCMC"
13638.6,0.0241062,0.0238817,7686.32,0.5,"fixed","MCMC"
13978.3,0.0227375,0.0203016,8890.41,0.5,"fixed","MCMC"
13248.2,0.0261537,0.0227234,8933.78,0.5,"fixed","MCMC"
12355.9,0.0312033,0.0278197,8497.27,0.5,"fixed","MCMC"
12603.7,0.0296797,0.0265525,8538.82,0.5,"fixed","MCMC"
16807.9,0.013819,0.0127947,8678.15,0.5,"fixed","MCMC"
14642,0.0199003,0.0196477,7718.53,0.5,"fixed","MCMC"
13459,0.0251005,0.0221075,8883.64,0.5,"fixed","MCMC"
13469.6,0.0249928,0.0232256,8406.22,0.5,"fixed","MCMC"
13688.1,0.023972,0.0221215,8515.3,0.5,"fixed","MCMC"
13775.5,0.0235009,0.022854,7938.47,0.5,"fixed","MCMC"
13052.8,0.0271704,0.0235208,8905.3,0.5,"fixed","MCMC"
11589,0.0365568,0.0314564,8489.94,0.5,"fixed","MCMC"
17348.7,0.0125584,0.0116885,8384.92,0.5,"fixed","MCMC"
13141.4,0.0266498,0.0246903,8372.75,0.5,"fixed","MCMC"
14316.4,0.0213669,0.0190408,8983.09,0.5,"fixed","MCMC"
16058.1,0.0152769,0.0150924,7253.19,0.5,"fixed","MCMC"
16027.8,0.0158667,0.0143022,9134.79,0.5,"fixed","MCMC"
13190.2,0.0262909,0.027077,7118.52,0.5,"fixed","MCMC"
13081.9,0.0269041,0.0267196,7624,0.5,"fixed","MCMC"
15660.1,0.0166548,0.0158587,8268.14,0.5,"fixed","MCMC"
13556.4,0.02459,0.022599,8530.44,0.5,"fixed","MCMC"
12692.9,0.0290934,0.0288288,7615.41,0.5,"fixed","MCMC"
14959.3,0.018995,0.0173163,8856.91,0.5,"fixed","MCMC"
13610.1,0.0243316,0.0224788,8489.78,0.5,"fixed","MCMC"
16766.4,0.0137818,0.0130011,8256.56,0.5,"fixed","MCMC"
16932.7,0.0132222,0.0126648,7672.08,0.5,"fixed","MCMC"
13790.7,0.0235024,0.0217721,8494.48,0.5,"fixed","MCMC"
13799.4,0.0234945,0.0212727,8721.26,0.5,"fixed","MCMC"
14478.3,0.0204666,0.0206225,7368.6,0.5,"fixed","MCMC"
17215.3,0.0127287,0.0119941,8061.51,0.5,"fixed","MCMC"
12786.6,0.0286395,0.0245201,8903.29,0.5,"fixed","MCMC"
14510.6,0.0203174,0.0206252,7211.82,0.5,"fixed","MCMC"
15636.8,0.0168595,0.0155158,8808.56,0.5,"fixed","MCMC"
16707.9,0.0134998,0.0131884,6848.86,0.5,"fixed","MCMC"
15074.9,0.0187163,0.0164044,9313.32,0.5,"fixed","MCMC"
16109.2,0.0153848,0.0146673,8185.66,0.5,"fixed","MCMC"
15152.9,0.0183659,0.0167101,8907.84,0.5,"fixed","MCMC"
14631.1,0.0199418,0.0196833,7724.07,0.5,"fixed","MCMC"
12878.2,0.0280867,0.0255544,8474.16,0.5,"fixed","MCMC"
13214,0.0261726,0.0267917,7212.3,0.5,"fixed","MCMC"
14583.8,0.0203314,0.0183686,8896.59,0.5,"fixed","MCMC"
15124.5,0.0181703,0.0180172,7565.61,0.5,"fixed","MCMC"
12953.6,0.0276937,0.0243415,8765.41,0.5,"fixed","MCMC"
17778.1,0.0115367,0.0107624,7882.27,0.5,"fixed","MCMC"
13639.3,0.0240828,0.0241851,7492.5,0.5,"fixed","MCMC"
14590.5,0.0202247,0.0189634,8468.75,0.5,"fixed","MCMC"
15577.3,0.017375,0.0143256,10038,0.5,"fixed","MCMC"
14845.5,0.0192829,0.0182589,8359.17,0.5,"fixed","MCMC"
12822.5,0.0283752,0.0267947,8133.6,0.5,"fixed","MCMC"
14508.2,0.0203357,0.0205872,7269.42,0.5,"fixed","MCMC"
13375.7,0.0254425,0.023873,8293.49,0.5,"fixed","MCMC"
14690.6,0.0196819,0.0196677,7493.66,0.5,"fixed","MCMC"
16712.5,0.0137141,0.0132213,7617.91,0.5,"fixed","MCMC"
14777.1,0.0193704,0.0193133,7522.37,0.5,"fixed","MCMC"
13304.3,0.025733,0.0257322,7548.11,0.5,"fixed","MCMC"
13810.6,0.0232107,0.0242672,6751.19,0.5,"fixed","MCMC"
13760.6,0.0235946,0.0225463,8150.75,0.5,"fixed","MCMC"
13433.5,0.0251886,0.0229607,8581.81,0.5,"fixed","MCMC"
13338.8,0.0256416,0.0236945,8436.03,0.5,"fixed","MCMC"
14795.1,0.0197339,0.0166065,9627.26,0.5,"fixed","MCMC"
14245,0.0215233,0.0205338,8218.21,0.5,"fixed","MCMC"
14431.8,0.0208178,0.0195657,8422.91,0.5,"fixed","MCMC"
15492.4,0.0173264,0.0157417,8969.6,0.5,"fixed","MCMC"
14242.2,0.0213925,0.0217502,7234.71,0.5,"fixed","MCMC"
13678.8,0.0240159,0.0221424,8522.37,0.5,"fixed","MCMC"
13304.9,0.0257379,0.0255512,7643.72,0.5,"fixed","MCMC"
15282.6,0.0177854,0.0170393,8185.44,0.5,"fixed","MCMC"
15092.5,0.0184634,0.0173686,8464.1,0.5,"fixed","MCMC"
17319.6,0.0127241,0.0117128,8698.69,0.5,"fixed","MCMC"
15571.9,0.0169771,0.0159231,8522.83,0.5,"fixed","MCMC"
12140.2,0.0325976,0.0298567,8242.11,0.5,"fixed","MCMC"
13567.7,0.0245346,0.0225882,8515.55,0.5,"fixed","MCMC"
16755.4,0.0138723,0.0129749,8466.72,0.5,"fixed","MCMC"
16080.6,0.0153431,0.0149101,7745.45,0.5,"fixed","MCMC"
12731.2,0.0288389,0.0297955,7081.06,0.5,"fixed","MCMC"
13577.3,0.0244816,0.0226917,8451.34,0.5,"fixed","MCMC"
14938.6,0.0190768,0.0173072,8910.36,0.5,"fixed","MCMC"
13209.4,0.0261638,0.0275136,6756,0.5,"fixed","MCMC"
14512.1,0.020288,0.020742,7055.61,0.5,"fixed","MCMC"
12213.7,0.0321385,0.027127,8809.65,0.5,"fixed","MCMC"
14252,0.0216076,0.0193907,8901.04,0.5,"fixed","MCMC"
13935,0.0228325,0.0216472,8262.57,0.5,"fixed","MCMC"
15352.8,0.0175602,0.0168373,8168.01,0.5,"fixed","MCMC"
14529.7,0.0204054,0.0195168,8204.09,0.5,"fixed","MCMC"
13689.1,0.0239246,0.0228094,8168.66,0.5,"fixed","MCMC"
15688.9,0.0166266,0.0156266,8489.23,0.5,"fixed","MCMC"
13639.6,0.0242335,0.0216641,8801.99,0.5,"fixed","MCMC"
14957.3,0.0189965,0.0173515,8833.46,0.5,"fixed","MCMC"
13833.3,0.0231875,0.0232738,7496.23,0.5,"fixed","MCMC"
13917.3,0.0229003,0.0218346,8194.04,0.5,"fixed","MCMC"
15363.7,0.0177059,0.0161197,8927.5,0.5,"fixed","MCMC"
14792.3,0.0193595,0.0190451,7767.59,0.5,"fixed","MCMC"
20406.8,0.00797173,0.00674447,9040.16,0.5,"fixed","MCMC"
15511.1,0.0170586,0.0164003,8107.92,0.5,"fixed","MCMC"
16250.1,0.0150259,0.0142854,8216.29,0.5,"fixed","MCMC"
14436.2,0.0206347,0.0207728,7392.84,0.5,"fixed","MCMC"
13756.3,0.0235907,0.022906,7956.51,0.5,"fixed","MCMC"
14435.8,0.0206275,0.0208297,7333.82,0.5,"fixed","MCMC"
13842.2,0.0232144,0.0223773,8054.3,0.5,"fixed","MCMC"
14741,0.0197188,0.0181837,8690.06,0.5,"fixed","MCMC"
14438.6,0.020648,0.0206164,7542.14,0.5,"fixed","MCMC"
14729.6,0.019697,0.0186269,8369.77,0.5,"fixed","MCMC"
12508,0.0302157,0.0293914,7790.52,0.5,"fixed","MCMC"
12436.6,0.0307095,0.0266241,8713.1,0.5,"fixed","MCMC"
17153.7,0.0128827,0.012129,8132.2,0.5,"fixed","MCMC"
15050.1,0.018608,0.0174805,8481.15,0.5,"fixed","MCMC"
13594.2,0.0243533,0.023469,8033.39,0.5,"fixed","MCMC"
14328.8,0.021157,0.0204808,8029,0.5,"fixed","MCMC"
15186.6,0.0179969,0.0176975,7723.1,0.5,"fixed","MCMC"
14167,0.0218127,0.0211216,8018.24,0.5,"fixed","MCMC"
16237.6,0.0150345,0.0143498,8132.24,0.5,"fixed","MCMC"
14246.2,0.0215515,0.0202106,8427.99,0.5,"fixed","MCMC"
15557.9,0.0168842,0.0163496,7965.39,0.5,"fixed","MCMC"
12744,0.0288777,0.0249344,8832.87,0.5,"fixed","MCMC"
15013.3,0.0186852,0.0178191,8262.1,0.5,"fixed","MCMC"
14459.2,0.0206538,0.0199292,8078.72,0.5,"fixed","MCMC"
15067.7,0.0186923,0.0166877,9114.53,0.5,"fixed","MCMC"
14528.5,0.0203874,0.0196814,8073.93,0.5,"fixed","MCMC"
13964.2,0.0227798,0.0205855,8773.98,0.5,"fixed","MCMC"
14913,0.0190219,0.0181782,8229.45,0.5,"fixed","MCMC"
15537.5,0.0170847,0.0160016,8544,0.5,"fixed","MCMC"
14452,0.0207262,0.0196069,8343.47,0.5,"fixed","MCMC"
12473.7,0.0304355,0.0290903,7955.87,0.5,"fixed","MCMC"
12517.2,0.0301709,0.0286652,8019.56,0.5,"fixed","MCMC"
14514,0.0202913,0.0206807,7125.3,0.5,"fixed","MCMC"
13462.3,0.024956,0.0246766,7704.13,0.5,"fixed","MCMC"
19856.9,0.00868984,0.00750528,9073.26,0.5,"fixed","MCMC"
15895.4,0.0158533,0.015444,7751.88,0.5,"fixed","MCMC"
13470.4,0.0250493,0.0219799,8916.97,0.5,"fixed","MCMC"
13712.8,0.023851,0.0221452,8457.85,0.5,"fixed","MCMC"
13351.9,0.0256359,0.0222631,8966.17,0.5,"fixed","MCMC"
12784.4,0.0285539,0.0285449,7520.28,0.5,"fixed","MCMC"
12864.8,0.0281255,0.0269894,7983.35,0.5,"fixed","MCMC"
14458.7,0.0208027,0.0187302,8909.07,0.5,"fixed","MCMC"
13468.8,0.0249121,0.0248634,7579.63,0.5,"fixed","MCMC"
14551.6,0.0202487,0.0199374,7770.51,0.5,"fixed","MCMC"
15748.4,0.0164555,0.0154665,8487.22,0.5,"fixed","MCMC"
13749.6,0.0237571,0.0208327,8994.39,0.5,"fixed","MCMC"
15052.3,0.0186795,0.0170721,8839.25,0.5,"fixed","MCMC"
14039.6,0.0223839,0.0212234,8273.8,0.5,"fixed","MCMC"
14029.9,0.0223925,0.0216306,8042.2,0.5,"fixed","MCMC"
14486.1,0.0206595,0.018975,8700.01,0.5,"fixed","MCMC"
12918.2,0.0278328,0.0264795,8078.32,0.5,"fixed","MCMC"
17231.6,0.0125708,0.0119474,7683.26,0.5,"fixed","MCMC"
16682.4,0.0143903,0.0126536,9557.68,0.5,"fixed","MCMC"
13921.2,0.0228926,0.0217008,8262.71,0.5,"fixed","MCMC"
14964.7,0.0187652,0.0183752,7832.62,0.5,"fixed","MCMC"
15697.1,0.0165445,0.0157603,8257.44,0.5,"fixed","MCMC"
16305.9,0.0149265,0.0140829,8367.42,0.5,"fixed","MCMC"
14265.9,0.02151,0.0197713,8656.54,0.5,"fixed","MCMC"
13494.6,0.0249526,0.0214907,9069.52,0.5,"fixed","MCMC"
14025.6,0.0223463,0.0223402,7551.37,0.5,"fixed","MCMC"
14021.5,0.0225209,0.020572,8678.86,0.5,"fixed","MCMC"
12909.6,0.027844,0.027808,7541.98,0.5,"fixed","MCMC"
14921.4,0.0189455,0.0183845,7990.4,0.5,"fixed","MCMC"
16238.4,0.0148125,0.0145461,7324.7,0.5,"fixed","MCMC"
12670.6,0.0292466,0.0279652,7986.86,0.5,"fixed","MCMC"
12870.5,0.0281227,0.0258455,8387.62,0.5,"fixed","MCMC"
13937.2,0.0227837,0.0221217,7969.47,0.5,"fixed","MCMC"
13862.9,0.0231312,0.0221736,8124.01,0.5,"fixed","MCMC"
17993.5,0.0112067,0.0103573,8086.72,0.5,"fixed","MCMC"
13660.8,0.0240141,0.023597,7796.84,0.5,"fixed","MCMC"
